time_seconds;ecg_value
0;0.22000
3;-0.16000
6;-0.37500
8;-0.44000
11;-0.43000
14;-0.38500
17;-0.36000
19;-0.34000
22;-0.33500
25;-0.34000
28;-0.36500
31;-0.36000
33;-0.35500
36;-0.34500
39;-0.33500
42;-0.35500
44;-0.36500
47;-0.36000
50;-0.36000
53;-0.34500
56;-0.34000
58;-0.34500
61;-0.36500
64;-0.36500
67;-0.35500
69;-0.35000
72;-0.36500
75;-0.37000
78;-0.36500
81;-0.37500
83;-0.37500
86;-0.35500
89;-0.35000
92;-0.35500
94;-0.36500
97;-0.38000
100;-0.37500
103;-0.35000
106;-0.35000
108;-0.36500
111;-0.36500
114;-0.37500
117;-0.38000
119;-0.37500
122;-0.36500
125;-0.37000
128;-0.37000
131;-0.37500
133;-0.35500
136;-0.34000
139;-0.35000
142;-0.35000
144;-0.36500
147;-0.37500
150;-0.35000
153;-0.35500
156;-0.35000
158;-0.35000
161;-0.37000
164;-0.36000
167;-0.35000
169;-0.34500
172;-0.35000
175;-0.35000
178;-0.37000
181;-0.36000
183;-0.36000
186;-0.35500
189;-0.36000
192;-0.36500
194;-0.37500
197;-0.37500
200;-0.36500
203;-0.35500
206;-0.36500
208;-0.37000
211;-0.37000
214;-0.37500
217;-0.37500
219;-0.36500
222;-0.36500
225;-0.36500
228;-0.37000
231;-0.37500
233;-0.39000
236;-0.38000
239;-0.39000
242;-0.39500
244;-0.40500
247;-0.41000
250;-0.40000
253;-0.39500
256;-0.40000
258;-0.41000
261;-0.40500
264;-0.42000
267;-0.41000
269;-0.39500
272;-0.40000
275;-0.40000
278;-0.39500
281;-0.39500
283;-0.38500
286;-0.37000
289;-0.36000
292;-0.37000
294;-0.37000
297;-0.36000
300;-0.34500
303;-0.32000
306;-0.31000
308;-0.30500
311;-0.30000
314;-0.30000
317;-0.28000
319;-0.26000
322;-0.25500
325;-0.24500
328;-0.24500
331;-0.25500
333;-0.23500
336;-0.22500
339;-0.21500
342;-0.22500
344;-0.22000
347;-0.22000
350;-0.20000
353;-0.19000
356;-0.19500
358;-0.19500
361;-0.20500
364;-0.21000
367;-0.19500
369;-0.18500
372;-0.19000
375;-0.20500
378;-0.21000
381;-0.21500
383;-0.19500
386;-0.19500
389;-0.20000
392;-0.19000
394;-0.20500
397;-0.20000
400;-0.20000
403;-0.20500
406;-0.20500
408;-0.21500
411;-0.22500
414;-0.23000
417;-0.23000
419;-0.21000
422;-0.21000
425;-0.21500
428;-0.22000
431;-0.24500
433;-0.22000
436;-0.21500
439;-0.20000
442;-0.21500
444;-0.22000
447;-0.23000
450;-0.22500
453;-0.21500
456;-0.22000
458;-0.23000
461;-0.24500
464;-0.25000
467;-0.24000
469;-0.23500
472;-0.24000
475;-0.23500
478;-0.25500
481;-0.26500
483;-0.24500
486;-0.25000
489;-0.25500
492;-0.25500
494;-0.27500
497;-0.28000
500;-0.27000
503;-0.27500
506;-0.26000
508;-0.27500
511;-0.28000
514;-0.29000
517;-0.28500
519;-0.27000
522;-0.27500
525;-0.28000
528;-0.29000
531;-0.28500
533;-0.28000
536;-0.27000
539;-0.27000
542;-0.28000
544;-0.30000
547;-0.30000
550;-0.28500
553;-0.29000
556;-0.27500
558;-0.28500
561;-0.29000
564;-0.28500
567;-0.28000
569;-0.27500
572;-0.28000
575;-0.28000
578;-0.28500
581;-0.29000
583;-0.27500
586;-0.26500
589;-0.25500
592;-0.27000
594;-0.28000
597;-0.28000
600;-0.27000
603;-0.25500
606;-0.26000
608;-0.25500
611;-0.25000
614;-0.24500
617;-0.23500
619;-0.22000
622;-0.21500
625;-0.21500
628;-0.20500
631;-0.21500
633;-0.21500
636;-0.19500
639;-0.18500
642;-0.19500
644;-0.19000
647;-0.18500
650;-0.17000
653;-0.15500
656;-0.15000
658;-0.16000
661;-0.17500
664;-0.18500
667;-0.17500
669;-0.18000
672;-0.16500
675;-0.17500
678;-0.18000
681;-0.20000
683;-0.18500
686;-0.17000
689;-0.15000
692;-0.15500
694;-0.17000
697;-0.20500
700;-0.23000
703;-0.22500
706;-0.23000
708;-0.26000
711;-0.27500
714;-0.29000
717;-0.28000
719;-0.28000
722;-0.29000
725;-0.29500
728;-0.29500
731;-0.29000
733;-0.29500
736;-0.28500
739;-0.28500
742;-0.28500
744;-0.30000
747;-0.31000
750;-0.29000
753;-0.29500
756;-0.28500
758;-0.28500
761;-0.30500
764;-0.31500
767;-0.30000
769;-0.30000
772;-0.30500
775;-0.31500
778;-0.31500
781;-0.31500
783;-0.31000
786;-0.31500
789;-0.33000
792;-0.36500
794;-0.41500
797;-0.44500
800;-0.46500
803;-0.48500
806;-0.49500
808;-0.48000
811;-0.37500
814;-0.22000
817;-0.02500
819;0.18500
822;0.44000
825;0.72000
828;0.95000
831;1.06000
833;1.07500
836;0.88000
839;0.50000
842;0.05500
844;-0.29000
847;-0.43500
850;-0.43000
853;-0.37000
856;-0.32500
858;-0.31000
861;-0.33000
864;-0.33500
867;-0.32500
869;-0.32000
872;-0.32500
875;-0.33500
878;-0.35500
881;-0.36000
883;-0.34500
886;-0.33000
889;-0.33500
892;-0.33000
894;-0.34500
897;-0.35000
900;-0.35000
903;-0.33000
906;-0.32500
908;-0.33500
911;-0.33500
914;-0.34500
917;-0.34000
919;-0.33500
922;-0.34000
925;-0.34500
928;-0.35500
931;-0.34000
933;-0.35000
936;-0.34500
939;-0.35000
942;-0.34000
944;-0.35000
947;-0.34000
950;-0.33000
953;-0.32500
956;-0.32000
958;-0.33000
961;-0.32500
964;-0.34500
967;-0.32500
969;-0.32000
972;-0.31000
975;-0.31500
978;-0.32500
981;-0.33000
983;-0.33000
986;-0.33000
989;-0.32000
992;-0.32500
994;-0.33000
997;-0.34000
1000;-0.33500
1003;-0.31500
1006;-0.32000
1008;-0.33000
1011;-0.33500
1014;-0.34500
1017;-0.32500
1019;-0.31500
1022;-0.31500
1025;-0.31500
1028;-0.32000
1031;-0.34000
1033;-0.33000
1036;-0.32000
1039;-0.31500
1042;-0.31500
1044;-0.32500
1047;-0.32500
1050;-0.31500
1053;-0.30500
1056;-0.31000
1058;-0.31500
1061;-0.33000
1064;-0.33500
1067;-0.33500
1069;-0.32000
1072;-0.34000
1075;-0.34500
1078;-0.34500
1081;-0.34500
1083;-0.34500
1086;-0.34000
1089;-0.34500
1092;-0.34000
1094;-0.35000
1097;-0.34000
1100;-0.32500
1103;-0.32000
1106;-0.33000
1108;-0.33000
1111;-0.32000
1114;-0.32500
1117;-0.31500
1119;-0.29500
1122;-0.29500
1125;-0.28500
1128;-0.28500
1131;-0.28000
1133;-0.27500
1136;-0.25000
1139;-0.24500
1142;-0.24500
1144;-0.25000
1147;-0.23000
1150;-0.23000
1153;-0.22000
1156;-0.20500
1158;-0.21000
1161;-0.21500
1164;-0.20500
1167;-0.19500
1169;-0.19500
1172;-0.19500
1175;-0.19000
1178;-0.20000
1181;-0.20500
1183;-0.20000
1186;-0.18500
1189;-0.19000
1192;-0.18000
1194;-0.19000
1197;-0.20000
1200;-0.20000
1203;-0.18500
1206;-0.18500
1208;-0.20500
1211;-0.20500
1214;-0.21500
1217;-0.20000
1219;-0.18500
1222;-0.19000
1225;-0.20500
1228;-0.22000
1231;-0.22500
