time_seconds;ecg_value
0;-0.00500
3;-0.27000
6;-0.38000
8;-0.39000
11;-0.35500
14;-0.32000
17;-0.28500
19;-0.28500
22;-0.28000
25;-0.28000
28;-0.28500
31;-0.28500
33;-0.29000
36;-0.27500
39;-0.26000
42;-0.28000
44;-0.29000
47;-0.28500
50;-0.27000
53;-0.26000
56;-0.29000
58;-0.27500
61;-0.29000
64;-0.29500
67;-0.29500
69;-0.28000
72;-0.28500
75;-0.28000
78;-0.30500
81;-0.30500
83;-0.29500
86;-0.30500
89;-0.28500
92;-0.28500
94;-0.29000
97;-0.30000
100;-0.29000
103;-0.28500
106;-0.28000
108;-0.29000
111;-0.28500
114;-0.28500
117;-0.28000
119;-0.27500
122;-0.26500
125;-0.27500
128;-0.28500
131;-0.28000
133;-0.28000
136;-0.27000
139;-0.27500
142;-0.29000
144;-0.29500
147;-0.29500
150;-0.28500
153;-0.28000
156;-0.28500
158;-0.28500
161;-0.29500
164;-0.30000
167;-0.28500
169;-0.26500
172;-0.28000
175;-0.28000
178;-0.29500
181;-0.29500
183;-0.28500
186;-0.27500
189;-0.27000
192;-0.27000
194;-0.28000
197;-0.28500
200;-0.29000
203;-0.28000
206;-0.26500
208;-0.28000
211;-0.28500
214;-0.28000
217;-0.27000
219;-0.26500
222;-0.26000
225;-0.27000
228;-0.28000
231;-0.29000
233;-0.28500
236;-0.28000
239;-0.28000
242;-0.28500
244;-0.30500
247;-0.31500
250;-0.29500
253;-0.28000
256;-0.28500
258;-0.29500
261;-0.30000
264;-0.29500
267;-0.29500
269;-0.29000
272;-0.28000
275;-0.29000
278;-0.29500
281;-0.30500
283;-0.29000
286;-0.28000
289;-0.27000
292;-0.27000
294;-0.27000
297;-0.26000
300;-0.25500
303;-0.23500
306;-0.23000
308;-0.23000
311;-0.23000
314;-0.23000
317;-0.22000
319;-0.21000
322;-0.21000
325;-0.22000
328;-0.23500
331;-0.23000
333;-0.21500
336;-0.20500
339;-0.18500
342;-0.19500
344;-0.20000
347;-0.20500
350;-0.19500
353;-0.18500
356;-0.19500
358;-0.20500
361;-0.20000
364;-0.21500
367;-0.21000
369;-0.19500
372;-0.20000
375;-0.20500
378;-0.20500
381;-0.21000
383;-0.21000
386;-0.20500
389;-0.20000
392;-0.21500
394;-0.22000
397;-0.22500
400;-0.21000
403;-0.21000
406;-0.22000
408;-0.23000
411;-0.23500
414;-0.24500
417;-0.23500
419;-0.24000
422;-0.23000
425;-0.24500
428;-0.24000
431;-0.24500
433;-0.24000
436;-0.23500
439;-0.24000
442;-0.24000
444;-0.24500
447;-0.25000
450;-0.25500
453;-0.24500
456;-0.24000
458;-0.24000
461;-0.25000
464;-0.26000
467;-0.26000
469;-0.25500
472;-0.25500
475;-0.27500
478;-0.28000
481;-0.28500
483;-0.27000
486;-0.26000
489;-0.26000
492;-0.25500
494;-0.27500
497;-0.27500
500;-0.26500
503;-0.27000
506;-0.26500
508;-0.24500
511;-0.25000
514;-0.26000
517;-0.26000
519;-0.25500
522;-0.26500
525;-0.26000
528;-0.26500
531;-0.27500
533;-0.26000
536;-0.25000
539;-0.25000
542;-0.27500
544;-0.27000
547;-0.28500
550;-0.27000
553;-0.27000
556;-0.27000
558;-0.27000
561;-0.28000
564;-0.30000
567;-0.29500
569;-0.27000
572;-0.26500
575;-0.26500
578;-0.27500
581;-0.28000
583;-0.28000
586;-0.25000
589;-0.25500
592;-0.25500
