time_seconds;ecg_value
0;-0.41000
3;-0.45000
6;-0.47500
8;-0.50000
11;-0.54500
14;-0.57500
17;-0.57000
19;-0.48500
22;-0.35000
25;-0.21500
28;-0.03000
31;0.21500
33;0.50500
36;0.75500
39;0.90500
42;0.90000
44;0.72500
47;0.36000
50;-0.04500
53;-0.37000
56;-0.52500
58;-0.51500
61;-0.44500
64;-0.39500
67;-0.37000
69;-0.36500
72;-0.38000
75;-0.39000
78;-0.38500
81;-0.37500
83;-0.37000
86;-0.37000
89;-0.38000
92;-0.39000
94;-0.38500
97;-0.37500
100;-0.37000
103;-0.38000
106;-0.37000
108;-0.37500
111;-0.38500
114;-0.38000
117;-0.39500
119;-0.38000
122;-0.39000
125;-0.39500
128;-0.41500
131;-0.40000
133;-0.38500
136;-0.38500
139;-0.38000
142;-0.39000
144;-0.40000
147;-0.39500
150;-0.38500
153;-0.37500
156;-0.37500
158;-0.37500
161;-0.40000
164;-0.38500
167;-0.37000
169;-0.37500
172;-0.38500
175;-0.38500
178;-0.40500
181;-0.39000
183;-0.38500
186;-0.38500
189;-0.39000
192;-0.39000
194;-0.40000
197;-0.39500
200;-0.38000
203;-0.38000
206;-0.39000
208;-0.38000
211;-0.38500
214;-0.37000
217;-0.36500
219;-0.36500
222;-0.37000
225;-0.38000
228;-0.39000
231;-0.37500
233;-0.38000
236;-0.37000
239;-0.37500
242;-0.38500
244;-0.38500
247;-0.38500
250;-0.38000
253;-0.37500
256;-0.38000
258;-0.39000
261;-0.39500
264;-0.38500
267;-0.38500
269;-0.37500
272;-0.38000
275;-0.38000
278;-0.38500
281;-0.37500
283;-0.38500
286;-0.37000
289;-0.38500
292;-0.38500
294;-0.40500
297;-0.39500
300;-0.39000
303;-0.39000
306;-0.39500
308;-0.39500
311;-0.41000
314;-0.40500
317;-0.39000
319;-0.39000
322;-0.40000
325;-0.39500
328;-0.40000
331;-0.39000
333;-0.38500
336;-0.38000
339;-0.39000
342;-0.39000
344;-0.37000
347;-0.35000
350;-0.34500
353;-0.35000
356;-0.34000
358;-0.34000
361;-0.35000
364;-0.32500
367;-0.31000
369;-0.31500
372;-0.31500
375;-0.31500
378;-0.31500
381;-0.30500
383;-0.28500
386;-0.29000
389;-0.29000
392;-0.29500
394;-0.31500
397;-0.29500
400;-0.29500
403;-0.29000
406;-0.30500
408;-0.31000
411;-0.32000
414;-0.32000
417;-0.31500
419;-0.31000
422;-0.31000
425;-0.32000
428;-0.32000
431;-0.30500
433;-0.29500
436;-0.29000
439;-0.30500
442;-0.30500
444;-0.31000
447;-0.31000
450;-0.31000
453;-0.30500
456;-0.32000
458;-0.32000
461;-0.33000
464;-0.33000
467;-0.32500
469;-0.33500
472;-0.33500
475;-0.33500
478;-0.34000
481;-0.32000
483;-0.33000
486;-0.33500
489;-0.33500
492;-0.34000
494;-0.35000
497;-0.35000
500;-0.34500
503;-0.36000
506;-0.35500
508;-0.37000
511;-0.38500
514;-0.36500
517;-0.35500
519;-0.34500
522;-0.35000
525;-0.36500
528;-0.37500
531;-0.36000
533;-0.35500
536;-0.35000
539;-0.36000
542;-0.37500
544;-0.37000
547;-0.36500
550;-0.36500
553;-0.36500
556;-0.36000
558;-0.37500
561;-0.37500
564;-0.37000
567;-0.36500
569;-0.36000
572;-0.38000
575;-0.37500
578;-0.38500
581;-0.38000
583;-0.37500
586;-0.37000
589;-0.38000
592;-0.37500
594;-0.38500
597;-0.36000
600;-0.33500
603;-0.33000
606;-0.32500
608;-0.33000
611;-0.33500
614;-0.31500
617;-0.31000
619;-0.30500
622;-0.31000
625;-0.31500
628;-0.32000
631;-0.30000
633;-0.30500
636;-0.27500
639;-0.27000
642;-0.26500
644;-0.26500
647;-0.25500
650;-0.23500
653;-0.23000
656;-0.24000
658;-0.24000
661;-0.24000
664;-0.23500
667;-0.22000
669;-0.23500
672;-0.24500
675;-0.25500
678;-0.25500
681;-0.24500
683;-0.24500
686;-0.23000
689;-0.23000
692;-0.24000
694;-0.26500
697;-0.29000
700;-0.31000
703;-0.32500
706;-0.34000
708;-0.36500
711;-0.38500
714;-0.38500
717;-0.38500
719;-0.39000
722;-0.39000
725;-0.40500
728;-0.40500
731;-0.39000
733;-0.37500
736;-0.37500
739;-0.39000
742;-0.39000
744;-0.38500
747;-0.38500
750;-0.38000
753;-0.37500
756;-0.40000
758;-0.42000
761;-0.43000
764;-0.42500
767;-0.43000
769;-0.43000
772;-0.42500
775;-0.41500
778;-0.41000
781;-0.40500
783;-0.39500
786;-0.40500
789;-0.42000
792;-0.44500
794;-0.49000
797;-0.51500
800;-0.51000
803;-0.55500
806;-0.60000
808;-0.62500
811;-0.58000
814;-0.45500
817;-0.31500
819;-0.14000
822;0.07000
825;0.34000
828;0.63000
831;0.83500
833;0.92000
836;0.81000
839;0.47000
842;0.01000
844;-0.38000
847;-0.56000
850;-0.57000
853;-0.51500
856;-0.46000
858;-0.44000
861;-0.46000
864;-0.45500
867;-0.45500
869;-0.43500
872;-0.43500
875;-0.44500
878;-0.45500
881;-0.45000
883;-0.44500
886;-0.46500
889;-0.46000
892;-0.47000
894;-0.47500
897;-0.46500
900;-0.46500
903;-0.46000
906;-0.45500
908;-0.45000
911;-0.46000
914;-0.46000
917;-0.45500
919;-0.45500
922;-0.46500
925;-0.48000
928;-0.47000
931;-0.46000
933;-0.44000
936;-0.44000
939;-0.45000
942;-0.46500
944;-0.49000
947;-0.48000
950;-0.45500
953;-0.45000
956;-0.44500
958;-0.45000
961;-0.45500
964;-0.46500
967;-0.45500
969;-0.45500
972;-0.45000
975;-0.46500
978;-0.47500
981;-0.47000
983;-0.45500
986;-0.45000
989;-0.46000
992;-0.45500
994;-0.45500
997;-0.46500
1000;-0.45500
1003;-0.45500
1006;-0.45000
1008;-0.47000
1011;-0.47500
1014;-0.47500
1017;-0.46500
1019;-0.45000
1022;-0.45500
1025;-0.45500
1028;-0.45500
1031;-0.45500
1033;-0.46000
1036;-0.46500
1039;-0.46500
1042;-0.47000
1044;-0.47000
1047;-0.47000
1050;-0.46000
1053;-0.47000
1056;-0.47500
1058;-0.49000
1061;-0.50000
1064;-0.49000
1067;-0.49000
1069;-0.48500
1072;-0.48500
1075;-0.49500
1078;-0.49500
1081;-0.50500
1083;-0.50000
1086;-0.50000
1089;-0.50500
1092;-0.50500
1094;-0.51500
1097;-0.50500
1100;-0.49000
1103;-0.48500
1106;-0.47500
1108;-0.48000
1111;-0.47000
1114;-0.45500
1117;-0.45000
1119;-0.41000
1122;-0.41000
1125;-0.41500
1128;-0.41000
1131;-0.39000
1133;-0.37000
1136;-0.36000
1139;-0.33500
1142;-0.33500
1144;-0.34000
1147;-0.34000
1150;-0.32500
1153;-0.33000
1156;-0.32500
1158;-0.34000
1161;-0.33500
1164;-0.33000
1167;-0.31500
1169;-0.32500
1172;-0.32500
1175;-0.33000
1178;-0.32500
1181;-0.32500
1183;-0.31500
1186;-0.32000
1189;-0.31500
1192;-0.32500
1194;-0.33000
1197;-0.32000
1200;-0.31500
1203;-0.31000
1206;-0.31000
1208;-0.32000
1211;-0.32500
1214;-0.31000
1217;-0.30000
1219;-0.31000
1222;-0.31000
1225;-0.31500
1228;-0.32500
1231;-0.32500
1233;-0.32500
1236;-0.33000
1239;-0.32500
1242;-0.34000
1244;-0.34500
1247;-0.34500
1250;-0.34000
1253;-0.33000
1256;-0.35000
1258;-0.34000
1261;-0.35500
1264;-0.35000
1267;-0.34000
1269;-0.32500
1272;-0.32500
1275;-0.34000
1278;-0.34500
1281;-0.35000
1283;-0.33500
1286;-0.33500
1289;-0.34500
1292;-0.37000
1294;-0.36500
1297;-0.35500
1300;-0.35500
1303;-0.34500
1306;-0.35000
1308;-0.35500
1311;-0.35500
1314;-0.35000
1317;-0.33000
1319;-0.34500
1322;-0.34000
1325;-0.35500
1328;-0.37500
1331;-0.37000
1333;-0.35000
1336;-0.35000
1339;-0.34500
1342;-0.34500
1344;-0.35500
1347;-0.34500
1350;-0.33500
1353;-0.32500
1356;-0.34500
1358;-0.34000
1361;-0.34000
1364;-0.33500
1367;-0.33000
1369;-0.32500
1372;-0.32500
1375;-0.32500
1378;-0.32500
1381;-0.30500
1383;-0.29000
1386;-0.29000
1389;-0.28000
1392;-0.28500
1394;-0.27500
1397;-0.26000
1400;-0.24000
1403;-0.24000
1406;-0.22000
1408;-0.23000
1411;-0.23000
1414;-0.21500
1417;-0.19500
1419;-0.19500
1422;-0.19000
1425;-0.18500
1428;-0.19500
1431;-0.19000
1433;-0.20000
1436;-0.20000
1439;-0.20000
1442;-0.21500
1444;-0.20500
1447;-0.19500
1450;-0.18000
1453;-0.17000
1456;-0.16500
1458;-0.16000
1461;-0.18500
1464;-0.20500
1467;-0.23000
1469;-0.24500
1472;-0.25000
1475;-0.27000
1478;-0.29000
1481;-0.30500
1483;-0.31000
1486;-0.31500
1489;-0.33000
1492;-0.32500
1494;-0.33500
1497;-0.33000
1500;-0.32500
1503;-0.32000
1506;-0.33000
1508;-0.35000
1511;-0.35500
1514;-0.33500
1517;-0.33500
1519;-0.32000
1522;-0.33500
1525;-0.34500
1528;-0.35500
1531;-0.35500
1533;-0.33500
1536;-0.33500
1539;-0.33500
1542;-0.35000
1544;-0.36000
1547;-0.36000
1550;-0.34000
1553;-0.33500
1556;-0.34500
1558;-0.35000
1561;-0.39500
1564;-0.44500
1567;-0.47000
1569;-0.47000
1572;-0.51500
1575;-0.55000
1578;-0.52000
1581;-0.40500
1583;-0.25000
1586;-0.06000
1589;0.14500
1592;0.39500
1594;0.70500
1597;0.96500
