time_seconds;ecg_value
0;-0.54500
3;-0.58500
6;-0.61000
8;-0.58000
11;-0.49500
14;-0.40000
17;-0.26000
19;-0.10500
22;0.08500
25;0.33500
28;0.63500
31;0.85000
33;0.97000
36;0.95500
39;0.74500
42;0.36500
44;-0.08500
47;-0.39500
50;-0.51000
53;-0.48500
56;-0.42500
58;-0.38000
61;-0.38000
64;-0.40500
67;-0.40500
69;-0.41000
72;-0.39500
75;-0.39000
78;-0.40000
81;-0.40000
83;-0.41000
86;-0.40000
89;-0.40500
92;-0.39000
94;-0.39000
97;-0.38500
100;-0.40000
103;-0.39500
106;-0.39000
108;-0.40000
111;-0.39500
114;-0.41000
117;-0.42000
119;-0.40000
122;-0.39000
125;-0.39500
128;-0.39000
131;-0.40000
133;-0.40500
136;-0.41000
139;-0.40000
142;-0.40500
144;-0.40500
147;-0.41000
150;-0.41500
153;-0.41500
156;-0.40500
158;-0.38500
161;-0.39500
164;-0.39000
167;-0.40500
169;-0.40500
172;-0.40000
175;-0.39000
178;-0.38500
181;-0.38500
183;-0.39000
186;-0.39500
189;-0.39000
192;-0.39000
194;-0.40500
197;-0.41500
200;-0.42000
203;-0.42000
206;-0.41500
208;-0.41000
211;-0.41000
214;-0.41000
217;-0.41000
219;-0.41500
222;-0.39000
225;-0.39500
228;-0.39000
231;-0.40000
233;-0.41500
236;-0.40500
239;-0.41500
242;-0.39000
244;-0.39500
247;-0.41000
250;-0.42000
253;-0.41000
256;-0.39000
258;-0.40000
261;-0.40000
264;-0.41500
267;-0.42500
269;-0.43500
272;-0.43500
275;-0.42000
278;-0.41500
281;-0.43000
283;-0.43500
286;-0.43000
289;-0.43000
292;-0.43500
294;-0.43500
297;-0.45500
300;-0.46000
303;-0.45000
306;-0.43500
308;-0.42500
311;-0.42500
314;-0.42000
317;-0.43500
319;-0.41500
322;-0.39500
325;-0.38000
328;-0.37000
331;-0.36500
333;-0.37500
336;-0.36500
339;-0.35500
342;-0.35000
344;-0.34500
347;-0.35000
350;-0.34500
353;-0.32500
356;-0.33500
358;-0.32500
361;-0.33000
364;-0.33000
367;-0.33500
369;-0.32500
372;-0.32000
375;-0.31000
378;-0.31000
381;-0.30500
383;-0.33000
386;-0.33000
389;-0.31500
392;-0.30000
394;-0.29500
397;-0.31000
400;-0.32500
403;-0.32500
406;-0.32000
408;-0.31000
411;-0.30500
414;-0.31500
417;-0.32000
419;-0.31500
422;-0.31000
425;-0.30000
428;-0.30500
431;-0.31000
433;-0.32500
436;-0.33500
439;-0.33500
442;-0.33000
444;-0.33000
447;-0.33500
450;-0.33500
453;-0.34000
456;-0.33000
458;-0.33000
461;-0.33500
464;-0.35000
467;-0.36000
469;-0.36000
472;-0.34500
475;-0.33000
478;-0.33500
481;-0.34000
483;-0.35000
486;-0.35000
489;-0.34500
492;-0.33500
494;-0.34500
497;-0.35500
500;-0.36500
503;-0.35000
506;-0.34500
508;-0.34500
511;-0.36000
514;-0.38000
517;-0.38500
519;-0.37500
522;-0.38500
525;-0.36000
528;-0.36500
531;-0.37000
533;-0.38000
536;-0.39500
539;-0.37500
542;-0.35500
544;-0.35500
547;-0.36000
550;-0.37000
553;-0.38000
556;-0.37500
558;-0.36000
561;-0.36000
564;-0.36000
567;-0.37500
569;-0.37500
572;-0.36000
575;-0.36000
578;-0.36000
581;-0.35000
583;-0.36000
586;-0.36000
589;-0.35500
592;-0.35500
594;-0.35500
597;-0.36500
600;-0.37000
603;-0.36000
606;-0.35000
608;-0.34500
611;-0.35000
614;-0.37500
617;-0.38500
619;-0.39000
622;-0.38000
625;-0.36500
628;-0.36500
631;-0.36500
633;-0.36000
636;-0.33500
639;-0.31500
642;-0.30000
644;-0.29500
647;-0.30000
650;-0.30500
653;-0.30000
656;-0.29000
658;-0.27500
661;-0.26000
664;-0.24500
667;-0.26000
669;-0.27500
672;-0.27000
675;-0.25500
678;-0.26000
681;-0.26000
683;-0.27000
686;-0.29500
689;-0.28500
692;-0.29000
694;-0.31000
697;-0.30000
700;-0.30500
703;-0.29000
706;-0.30000
708;-0.29500
