time_seconds;ecg_value
0;-0.50000
3;-0.53000
6;-0.56000
8;-0.58000
11;-0.55000
14;-0.45500
17;-0.33500
19;-0.23500
22;-0.07000
25;0.14500
28;0.41500
31;0.68000
33;0.85500
36;0.90500
39;0.81000
42;0.55000
44;0.20000
47;-0.11500
50;-0.30500
53;-0.41000
56;-0.48000
58;-0.51000
61;-0.53000
64;-0.56000
67;-0.55500
69;-0.55500
72;-0.52000
75;-0.47500
78;-0.47000
81;-0.45500
83;-0.45000
86;-0.45000
89;-0.45000
92;-0.44000
94;-0.43000
97;-0.43000
100;-0.43500
103;-0.44500
106;-0.43500
108;-0.42500
111;-0.41500
114;-0.42000
117;-0.42000
119;-0.43500
122;-0.42000
125;-0.40500
128;-0.40500
131;-0.41500
133;-0.42500
136;-0.44500
139;-0.43500
142;-0.42000
144;-0.42500
147;-0.42500
150;-0.42500
153;-0.44500
156;-0.44500
158;-0.44500
161;-0.43500
164;-0.43500
167;-0.45000
169;-0.45000
172;-0.44500
175;-0.43000
178;-0.42500
181;-0.43500
183;-0.44000
186;-0.46000
189;-0.45000
192;-0.44000
194;-0.43000
197;-0.43000
200;-0.44000
203;-0.45500
206;-0.44500
208;-0.42500
211;-0.43000
214;-0.43000
217;-0.43500
219;-0.45000
222;-0.46000
225;-0.46000
228;-0.45000
231;-0.43000
233;-0.44000
236;-0.44000
239;-0.45000
242;-0.43500
244;-0.44500
247;-0.45500
250;-0.45500
253;-0.46500
256;-0.46500
258;-0.45500
261;-0.45000
264;-0.45500
267;-0.45000
269;-0.47000
272;-0.47000
275;-0.47000
278;-0.47500
281;-0.48500
283;-0.49500
286;-0.51500
289;-0.52000
292;-0.52000
294;-0.50000
297;-0.51000
300;-0.51500
303;-0.52500
306;-0.52000
308;-0.51500
311;-0.52500
314;-0.53000
317;-0.53500
319;-0.54000
322;-0.51500
325;-0.49000
328;-0.47000
331;-0.45000
333;-0.44500
336;-0.44000
339;-0.44500
342;-0.43000
344;-0.40500
347;-0.38500
350;-0.37000
353;-0.38000
356;-0.36500
