time_seconds;ecg_value
0;0.81500
3;0.57500
6;0.20500
8;-0.18000
11;-0.44000
14;-0.52500
17;-0.52000
19;-0.47500
22;-0.44000
25;-0.43000
28;-0.44000
31;-0.43000
33;-0.41500
36;-0.40500
39;-0.42000
42;-0.42500
44;-0.43500
47;-0.42500
50;-0.41500
53;-0.41500
56;-0.42000
58;-0.42000
61;-0.42500
64;-0.41500
67;-0.40000
69;-0.41000
72;-0.40000
75;-0.42000
78;-0.41500
81;-0.41500
83;-0.40000
86;-0.41000
89;-0.41000
92;-0.42500
94;-0.43500
97;-0.42000
100;-0.41000
103;-0.40500
106;-0.42000
108;-0.43500
111;-0.42500
114;-0.41500
117;-0.42000
119;-0.41500
122;-0.41000
125;-0.43000
128;-0.43000
131;-0.42000
133;-0.40500
136;-0.40000
139;-0.41000
142;-0.41500
144;-0.41500
147;-0.40500
150;-0.40000
153;-0.40000
156;-0.41000
158;-0.40500
161;-0.41500
164;-0.40000
167;-0.40000
169;-0.41500
172;-0.42000
175;-0.40500
178;-0.42000
181;-0.41500
183;-0.41000
186;-0.41000
189;-0.42000
192;-0.42500
194;-0.41500
197;-0.41500
200;-0.41000
203;-0.40500
206;-0.41000
208;-0.43000
211;-0.42500
214;-0.41000
217;-0.40500
219;-0.40500
222;-0.41000
225;-0.42000
228;-0.42500
231;-0.42500
233;-0.41500
236;-0.42500
239;-0.43000
242;-0.43500
244;-0.44500
247;-0.44000
250;-0.45000
253;-0.45000
256;-0.46000
258;-0.46500
261;-0.46500
264;-0.46000
267;-0.45500
269;-0.45500
272;-0.45000
275;-0.46000
278;-0.46000
281;-0.44500
283;-0.43000
286;-0.43000
289;-0.44500
292;-0.43500
294;-0.42500
297;-0.40000
300;-0.38500
303;-0.37500
306;-0.37500
308;-0.38000
311;-0.37000
314;-0.35000
317;-0.33000
319;-0.32500
322;-0.32500
325;-0.32000
328;-0.31500
331;-0.31500
333;-0.29500
336;-0.30000
339;-0.29500
342;-0.31000
344;-0.30000
347;-0.29000
350;-0.28000
353;-0.28500
356;-0.28500
358;-0.29000
361;-0.30000
364;-0.28500
367;-0.28000
369;-0.28500
372;-0.28000
375;-0.29500
378;-0.30500
381;-0.29000
383;-0.27500
386;-0.29000
389;-0.29500
392;-0.30000
394;-0.31500
397;-0.30500
400;-0.29000
403;-0.30000
406;-0.30500
408;-0.31000
411;-0.31000
414;-0.31000
417;-0.30000
419;-0.29500
422;-0.30500
425;-0.32000
428;-0.31500
431;-0.31000
433;-0.30000
436;-0.29000
439;-0.30000
442;-0.32000
444;-0.32000
447;-0.30000
450;-0.29500
453;-0.29500
456;-0.31000
458;-0.32000
461;-0.31500
464;-0.30500
467;-0.31000
469;-0.32000
472;-0.32500
475;-0.31000
478;-0.32500
481;-0.31000
483;-0.31000
486;-0.31000
489;-0.32500
492;-0.33000
494;-0.33000
497;-0.32000
500;-0.30000
503;-0.31000
506;-0.30000
508;-0.31500
511;-0.32500
514;-0.31000
517;-0.29500
519;-0.30000
522;-0.31000
525;-0.32000
528;-0.33000
531;-0.31500
533;-0.30000
536;-0.31000
539;-0.32500
542;-0.33000
544;-0.34000
547;-0.32500
550;-0.32000
553;-0.32000
556;-0.33000
558;-0.33500
561;-0.33000
564;-0.33500
567;-0.31500
569;-0.31500
572;-0.32000
575;-0.32000
578;-0.33000
581;-0.32500
583;-0.32500
586;-0.32500
589;-0.32000
592;-0.33500
594;-0.33000
597;-0.31000
600;-0.29500
603;-0.29500
606;-0.31000
608;-0.31000
611;-0.31000
614;-0.29000
617;-0.28500
619;-0.27000
622;-0.26000
625;-0.25000
628;-0.26000
631;-0.26500
633;-0.25000
636;-0.24500
639;-0.25000
642;-0.24500
644;-0.24500
647;-0.22500
650;-0.19500
653;-0.20000
656;-0.20500
658;-0.22000
661;-0.22500
664;-0.22000
667;-0.21500
669;-0.23500
672;-0.22000
675;-0.23000
678;-0.23500
681;-0.23000
683;-0.23000
686;-0.22500
689;-0.22000
