time_seconds;ecg_value
0;-0.24000
3;-0.21500
6;-0.19500
8;-0.18000
11;-0.16000
14;-0.17500
17;-0.22500
19;-0.26500
22;-0.28500
25;-0.30500
28;-0.31500
31;-0.30000
33;-0.26500
36;-0.28000
39;-0.29500
42;-0.33000
44;-0.29500
47;-0.27000
50;-0.27500
53;-0.28500
56;-0.29000
58;-0.29000
61;-0.30500
64;-0.33000
67;-0.30500
69;-0.28500
72;-0.29500
75;-0.31000
78;-0.30000
81;-0.30000
83;-0.29500
86;-0.30500
89;-0.31500
92;-0.32500
94;-0.33500
97;-0.36000
100;-0.38000
103;-0.41000
106;-0.44000
108;-0.47000
111;-0.41500
114;-0.26000
117;-0.07000
119;0.14500
122;0.36500
125;0.59000
128;0.83500
131;1.03500
133;1.14000
136;1.10000
139;0.82500
142;0.32500
144;-0.14500
147;-0.39500
150;-0.46000
153;-0.44500
156;-0.43500
158;-0.42000
161;-0.36500
164;-0.30500
167;-0.28000
169;-0.30000
172;-0.33000
175;-0.32000
178;-0.27500
181;-0.24500
183;-0.25000
186;-0.28500
189;-0.32000
192;-0.32500
194;-0.30000
197;-0.27000
200;-0.24500
203;-0.26000
206;-0.26000
208;-0.26000
211;-0.28500
214;-0.29000
217;-0.29500
219;-0.29500
222;-0.28500
225;-0.28000
228;-0.26500
231;-0.27500
233;-0.28500
236;-0.29000
239;-0.29000
242;-0.29500
244;-0.28500
247;-0.28000
250;-0.26500
253;-0.27500
256;-0.29000
258;-0.28000
261;-0.28000
264;-0.30500
267;-0.31500
269;-0.32500
272;-0.30000
275;-0.28500
278;-0.27000
281;-0.24500
283;-0.23500
286;-0.26000
289;-0.29000
292;-0.32500
294;-0.32000
297;-0.27000
300;-0.25500
303;-0.28000
306;-0.31500
308;-0.32000
311;-0.29500
314;-0.27000
317;-0.26500
319;-0.28500
322;-0.32500
325;-0.32000
328;-0.30500
331;-0.28500
333;-0.30000
336;-0.31500
339;-0.30500
342;-0.29000
344;-0.26000
347;-0.25500
350;-0.25500
353;-0.26000
356;-0.30000
358;-0.33500
361;-0.35500
364;-0.34500
367;-0.32500
369;-0.34000
372;-0.32500
375;-0.29500
378;-0.28500
381;-0.34500
383;-0.40500
386;-0.42000
389;-0.39500
392;-0.41500
394;-0.40000
397;-0.37000
400;-0.38000
403;-0.40000
406;-0.39500
408;-0.37000
411;-0.34500
414;-0.36000
417;-0.38000
419;-0.37000
422;-0.32500
425;-0.33000
428;-0.34000
431;-0.34000
433;-0.31500
436;-0.28500
439;-0.25000
