time_seconds;ecg_value
0;-0.19500
3;-0.20500
6;-0.18000
8;-0.16500
11;-0.16000
14;-0.18500
17;-0.22000
19;-0.24000
22;-0.25500
25;-0.28500
28;-0.27500
31;-0.27500
33;-0.27500
36;-0.29500
39;-0.31000
42;-0.31500
44;-0.30500
47;-0.29000
50;-0.30000
53;-0.31000
56;-0.31500
58;-0.31500
61;-0.31000
64;-0.31000
67;-0.31000
69;-0.31500
72;-0.32000
75;-0.32500
78;-0.31500
81;-0.31000
83;-0.32500
86;-0.33000
89;-0.33000
92;-0.33000
94;-0.34000
97;-0.34500
100;-0.37500
103;-0.42500
106;-0.46500
108;-0.49500
111;-0.52500
114;-0.52000
117;-0.46500
119;-0.33000
122;-0.16000
125;0.02500
128;0.26000
131;0.53500
133;0.80500
136;0.99000
139;1.08000
142;1.03000
144;0.73500
147;0.28000
150;-0.15500
153;-0.43000
156;-0.49500
158;-0.47000
161;-0.43500
164;-0.40000
167;-0.37000
169;-0.34500
172;-0.35000
175;-0.34500
178;-0.34000
181;-0.34500
183;-0.35000
186;-0.36000
189;-0.36000
192;-0.37000
194;-0.36500
197;-0.36000
200;-0.35500
203;-0.36500
206;-0.37000
208;-0.37000
211;-0.36000
214;-0.35000
217;-0.35000
219;-0.37000
222;-0.37000
225;-0.37500
228;-0.37500
231;-0.35500
233;-0.35500
236;-0.36500
239;-0.36500
242;-0.36500
244;-0.36000
247;-0.35500
250;-0.37000
253;-0.37000
256;-0.37500
258;-0.38500
261;-0.36500
264;-0.36000
267;-0.36000
269;-0.36500
272;-0.36500
275;-0.37500
