time_seconds;ecg_value
0;-0.22000
3;-0.23000
6;-0.25500
8;-0.29000
11;-0.31500
14;-0.34500
17;-0.34000
19;-0.34500
22;-0.34500
25;-0.36000
28;-0.36500
31;-0.37500
33;-0.36000
36;-0.34500
39;-0.34500
42;-0.34500
44;-0.35500
47;-0.36000
50;-0.36000
53;-0.35500
56;-0.37500
58;-0.37500
61;-0.37000
64;-0.37500
67;-0.35000
69;-0.35500
72;-0.35500
75;-0.37500
78;-0.38000
81;-0.37500
83;-0.37000
86;-0.35000
89;-0.36000
92;-0.37000
94;-0.39500
97;-0.44500
100;-0.47000
103;-0.48500
106;-0.52000
108;-0.56500
111;-0.59500
114;-0.55500
117;-0.45000
119;-0.31500
122;-0.14500
125;0.02500
128;0.24000
131;0.49500
133;0.72500
136;0.89000
139;0.97000
142;0.90000
144;0.70000
147;0.36500
150;0.00500
153;-0.26000
156;-0.43500
158;-0.51000
161;-0.51500
164;-0.49000
167;-0.42500
169;-0.40500
172;-0.40500
175;-0.42500
178;-0.43500
181;-0.42000
183;-0.40500
186;-0.40500
189;-0.41000
192;-0.41000
194;-0.40500
197;-0.42500
200;-0.41000
203;-0.41000
206;-0.40500
208;-0.42000
211;-0.42500
214;-0.42000
217;-0.42000
219;-0.41000
222;-0.40500
225;-0.41500
228;-0.42000
231;-0.42500
233;-0.42000
236;-0.42000
239;-0.41000
242;-0.41500
244;-0.43500
247;-0.45000
250;-0.44000
253;-0.43500
256;-0.42500
258;-0.43000
261;-0.42500
264;-0.44500
267;-0.43500
269;-0.42500
272;-0.42000
275;-0.41500
