time_seconds;ecg_value
0;-0.32500
3;-0.32500
6;-0.35500
8;-0.35500
11;-0.38000
14;-0.37000
17;-0.37000
19;-0.38500
22;-0.39500
25;-0.39500
28;-0.39000
31;-0.38500
33;-0.38000
36;-0.38500
39;-0.39000
42;-0.38000
44;-0.38000
47;-0.38000
50;-0.38500
53;-0.38500
56;-0.39500
58;-0.39500
61;-0.38500
64;-0.37500
67;-0.37500
69;-0.40000
72;-0.41000
75;-0.40500
78;-0.40500
81;-0.39500
83;-0.38500
86;-0.40000
89;-0.42000
92;-0.42500
94;-0.43500
97;-0.46500
100;-0.51000
103;-0.54000
106;-0.56500
108;-0.58500
111;-0.59000
114;-0.55500
117;-0.45000
119;-0.32500
122;-0.20500
125;-0.05000
128;0.18000
131;0.45000
133;0.70500
136;0.87500
139;0.93500
142;0.86000
144;0.63000
147;0.24500
150;-0.17500
153;-0.45500
156;-0.56500
158;-0.54500
161;-0.47000
164;-0.43000
167;-0.41000
169;-0.42000
172;-0.44500
175;-0.44000
178;-0.42500
181;-0.43000
183;-0.42000
186;-0.43000
189;-0.44500
192;-0.45000
194;-0.44000
197;-0.44000
200;-0.42000
203;-0.42500
206;-0.43500
208;-0.42000
211;-0.42000
214;-0.42500
217;-0.41500
219;-0.43000
222;-0.43000
225;-0.42500
228;-0.42500
231;-0.42000
233;-0.41500
236;-0.43000
239;-0.43500
242;-0.43500
244;-0.43000
247;-0.42000
250;-0.43000
253;-0.42500
256;-0.43500
258;-0.43500
261;-0.42500
264;-0.42000
267;-0.41500
269;-0.43000
272;-0.43500
275;-0.43000
