time_seconds;ecg_value
0;-0.25500
3;-0.27000
6;-0.28000
8;-0.28500
11;-0.28500
14;-0.29500
17;-0.30500
19;-0.32500
22;-0.33500
25;-0.33000
28;-0.32500
31;-0.32000
33;-0.33500
36;-0.34000
39;-0.34500
42;-0.34500
44;-0.35500
47;-0.36000
50;-0.36000
53;-0.37500
56;-0.38000
58;-0.36500
61;-0.35000
64;-0.35500
67;-0.37000
69;-0.37500
72;-0.37000
75;-0.37500
78;-0.37000
81;-0.37000
83;-0.37500
86;-0.39000
89;-0.42000
92;-0.43000
94;-0.46000
97;-0.49500
100;-0.51500
103;-0.55000
106;-0.58500
108;-0.56500
111;-0.48500
114;-0.38000
117;-0.28000
119;-0.16500
122;-0.01000
125;0.19500
128;0.43500
131;0.62500
133;0.75500
136;0.82000
139;0.82500
142;0.71500
144;0.48000
147;0.14500
150;-0.18000
153;-0.41000
156;-0.54000
158;-0.55500
161;-0.54500
164;-0.49000
167;-0.44500
169;-0.43500
172;-0.44000
175;-0.42500
178;-0.42000
181;-0.41000
183;-0.41000
186;-0.43000
189;-0.44500
192;-0.44000
194;-0.43000
197;-0.42500
200;-0.42500
203;-0.43500
206;-0.43500
208;-0.41000
211;-0.42000
214;-0.41000
217;-0.42500
219;-0.43500
222;-0.45000
225;-0.42000
228;-0.42500
231;-0.43500
233;-0.43500
236;-0.43500
239;-0.44500
242;-0.43500
244;-0.42000
247;-0.42000
250;-0.43000
253;-0.43000
256;-0.44500
258;-0.44000
261;-0.42500
264;-0.43000
267;-0.43500
269;-0.44000
272;-0.45000
275;-0.45000
