time_seconds;ecg_value
0;-0.20500
3;-0.20000
6;-0.21000
8;-0.23500
11;-0.25500
14;-0.28500
17;-0.29500
19;-0.32500
22;-0.33500
25;-0.34500
28;-0.33000
31;-0.32500
33;-0.33000
36;-0.34500
39;-0.34500
42;-0.34000
44;-0.33500
47;-0.35000
50;-0.35000
53;-0.37000
56;-0.37500
58;-0.36500
61;-0.35000
64;-0.36000
67;-0.38500
69;-0.38000
72;-0.36500
75;-0.35000
78;-0.36500
81;-0.36500
83;-0.37000
86;-0.40500
89;-0.44000
92;-0.45500
94;-0.46000
97;-0.50500
100;-0.57000
103;-0.62000
106;-0.58500
108;-0.48500
111;-0.39000
114;-0.31000
117;-0.24000
119;-0.15500
122;0.00500
125;0.21500
128;0.45000
131;0.65500
133;0.81000
136;0.88500
139;0.90000
142;0.77000
144;0.45500
147;0.05500
150;-0.27000
153;-0.46000
156;-0.49500
158;-0.47000
161;-0.41500
164;-0.39000
167;-0.39000
169;-0.40500
172;-0.40500
175;-0.38500
178;-0.37500
181;-0.38000
183;-0.40000
186;-0.39500
189;-0.40000
192;-0.39000
194;-0.38000
197;-0.40000
200;-0.40500
203;-0.42000
206;-0.42000
208;-0.41000
211;-0.40500
214;-0.41000
217;-0.42500
219;-0.43500
222;-0.41500
225;-0.40500
228;-0.40000
231;-0.39000
233;-0.40500
236;-0.41000
239;-0.41500
242;-0.39500
244;-0.39000
247;-0.39500
250;-0.39500
253;-0.42000
256;-0.41500
258;-0.39000
261;-0.39000
264;-0.39500
267;-0.40000
269;-0.41500
272;-0.40500
275;-0.39500
