time_seconds;ecg_value
0;-0.31500
3;-0.30500
6;-0.29500
8;-0.29000
11;-0.29000
14;-0.33000
17;-0.35000
19;-0.39000
22;-0.41000
25;-0.42000
28;-0.42000
31;-0.43000
33;-0.42500
36;-0.43500
39;-0.44000
42;-0.44000
44;-0.43000
47;-0.42500
50;-0.41500
53;-0.41500
56;-0.43000
58;-0.43000
61;-0.42000
64;-0.42500
67;-0.42500
69;-0.44000
72;-0.44500
75;-0.43000
78;-0.41500
81;-0.41000
83;-0.41500
86;-0.42500
89;-0.44000
92;-0.44000
94;-0.48500
97;-0.52500
100;-0.55500
103;-0.56000
106;-0.58000
108;-0.61500
111;-0.64000
114;-0.62000
117;-0.56000
119;-0.47500
122;-0.35500
125;-0.19000
128;-0.00500
131;0.25000
133;0.52000
136;0.76000
139;0.89000
142;0.84000
144;0.56000
147;0.10000
150;-0.31000
153;-0.52000
156;-0.57000
158;-0.54500
161;-0.48000
164;-0.44500
167;-0.44000
169;-0.44500
172;-0.46000
175;-0.45000
178;-0.44500
181;-0.46000
183;-0.47000
186;-0.47000
189;-0.47000
192;-0.45500
194;-0.45000
197;-0.46000
200;-0.46000
203;-0.46500
206;-0.46500
208;-0.45000
211;-0.46500
214;-0.45500
217;-0.46500
219;-0.46500
222;-0.47500
225;-0.45000
228;-0.44500
231;-0.44000
233;-0.43500
236;-0.45500
239;-0.46500
242;-0.47000
244;-0.46500
247;-0.47000
250;-0.46500
253;-0.49000
256;-0.49500
258;-0.46500
261;-0.44500
264;-0.44000
267;-0.45500
269;-0.47500
272;-0.47500
275;-0.46500
