time_seconds;ecg_value
0;-0.29500
3;-0.29000
6;-0.27000
8;-0.27000
11;-0.28500
14;-0.30000
17;-0.31500
19;-0.32000
22;-0.33000
25;-0.36000
28;-0.39000
31;-0.39500
33;-0.41500
36;-0.39500
39;-0.40000
42;-0.39500
44;-0.40500
47;-0.41500
50;-0.40000
53;-0.40500
56;-0.40000
58;-0.40500
61;-0.40500
64;-0.41000
67;-0.40500
69;-0.40000
72;-0.41000
75;-0.42000
78;-0.43000
81;-0.42500
83;-0.42000
86;-0.40500
89;-0.42000
92;-0.41500
94;-0.43500
97;-0.44500
100;-0.47000
103;-0.50000
106;-0.52000
108;-0.54500
111;-0.59500
114;-0.62500
117;-0.59000
119;-0.49000
122;-0.34000
125;-0.19500
128;-0.01500
131;0.24500
133;0.52000
136;0.74500
139;0.88500
142;0.88000
144;0.68000
147;0.32500
150;-0.08000
153;-0.35500
156;-0.50000
158;-0.55000
161;-0.53500
164;-0.48500
167;-0.45500
169;-0.44000
172;-0.44500
175;-0.44000
178;-0.44500
181;-0.44000
183;-0.43000
186;-0.42500
189;-0.41500
192;-0.43500
194;-0.45000
197;-0.44500
200;-0.43000
203;-0.42500
206;-0.43000
208;-0.44000
211;-0.46000
214;-0.45500
217;-0.46000
219;-0.45500
222;-0.44000
225;-0.45000
228;-0.45500
231;-0.46000
233;-0.45000
236;-0.43500
239;-0.43000
242;-0.44000
244;-0.46000
247;-0.46000
250;-0.45000
253;-0.44000
256;-0.43500
258;-0.43500
261;-0.44000
264;-0.44000
267;-0.42500
269;-0.42500
272;-0.43000
275;-0.43500
