time_ms;ecg_value
0;-0.48500
2778;-0.50000
5556;-0.51000
8333;-0.51000
11111;-0.50000
13889;-0.48500
16667;-0.47500
19444;-0.49500
22222;-0.51000
25000;-0.50500
27778;-0.50500
30556;-0.50500
33333;-0.50500
36111;-0.50000
38889;-0.51000
41667;-0.51000
44444;-0.50000
47222;-0.49000
50000;-0.49500
52778;-0.50500
55556;-0.52000
58333;-0.50500
61111;-0.51000
63889;-0.49500
66667;-0.49500
69444;-0.51000
72222;-0.51000
75000;-0.51500
77778;-0.50500
80556;-0.48500
83333;-0.49500
86111;-0.51000
88889;-0.51500
91667;-0.51000
94444;-0.50000
97222;-0.50000
100000;-0.49500
102778;-0.51500
