time_ms;ecg_value
0;-0.51000
2778;-0.51000
5556;-0.52500
8333;-0.52500
11111;-0.51000
13889;-0.52000
16667;-0.50500
19444;-0.51000
22222;-0.51500
25000;-0.52000
27778;-0.53500
30556;-0.53500
33333;-0.53000
36111;-0.54500
38889;-0.55500
41667;-0.55500
44444;-0.55000
47222;-0.55500
50000;-0.55000
52778;-0.55500
55556;-0.56500
58333;-0.57500
61111;-0.57000
63889;-0.55500
66667;-0.53500
69444;-0.56000
72222;-0.58000
75000;-0.59000
77778;-0.58500
80556;-0.56500
83333;-0.54500
86111;-0.53500
88889;-0.53000
91667;-0.53500
94444;-0.52000
97222;-0.50000
100000;-0.47500
102778;-0.48500
105556;-0.47500
108333;-0.48000
111111;-0.47500
113889;-0.45000
116667;-0.42500
119444;-0.41500
122222;-0.41000
125000;-0.42500
127778;-0.42500
130556;-0.41000
133333;-0.38000
136111;-0.37500
138889;-0.38500
141667;-0.40000
144444;-0.40000
147222;-0.41500
150000;-0.39000
152778;-0.39000
155556;-0.39500
158333;-0.42000
161111;-0.41500
163889;-0.40500
166667;-0.38500
169444;-0.41000
172222;-0.40000
175000;-0.41000
177778;-0.41000
180556;-0.41500
183333;-0.41000
186111;-0.40500
188889;-0.42000
191667;-0.43000
194444;-0.42000
197222;-0.41000
200000;-0.40500
202778;-0.40000
205555;-0.40500
208333;-0.41000
211111;-0.41000
213889;-0.40000
216667;-0.39000
219444;-0.39500
222222;-0.40000
225000;-0.41500
227778;-0.42500
230555;-0.42000
233333;-0.41000
236111;-0.42500
238889;-0.43000
241667;-0.43500
244444;-0.44500
247222;-0.43500
250000;-0.43000
252778;-0.42000
255555;-0.44000
258333;-0.44500
261111;-0.45500
263889;-0.44000
266667;-0.43000
269444;-0.44000
272222;-0.45000
275000;-0.45000
277778;-0.45500
280555;-0.44000
283333;-0.43500
286111;-0.42500
288889;-0.43000
291667;-0.44500
294444;-0.45500
297222;-0.43500
300000;-0.42500
302778;-0.44000
305555;-0.42500
308333;-0.43500
311111;-0.44000
313889;-0.43500
316667;-0.42000
319444;-0.43500
322222;-0.43500
325000;-0.44000
327778;-0.44500
330555;-0.43000
333333;-0.41500
336111;-0.42500
338889;-0.43000
341667;-0.43500
344444;-0.43500
347222;-0.43000
350000;-0.41500
352778;-0.41000
355555;-0.42500
358333;-0.43000
361111;-0.43000
363889;-0.42000
366667;-0.40500
369444;-0.41000
372222;-0.42000
375000;-0.42500
377778;-0.43500
380555;-0.42000
383333;-0.38000
386111;-0.37500
388889;-0.37000
391667;-0.36500
394444;-0.37000
397222;-0.35000
400000;-0.34500
402778;-0.34000
405555;-0.34500
408333;-0.34500
411111;-0.33500
413889;-0.33500
416667;-0.31500
419444;-0.31000
422222;-0.32500
425000;-0.33000
427778;-0.34000
430555;-0.33000
433333;-0.32500
436111;-0.31000
438889;-0.31500
441667;-0.32500
444444;-0.34000
447222;-0.33500
450000;-0.33000
452778;-0.29500
455555;-0.28000
458333;-0.28000
461111;-0.31000
463889;-0.32500
466667;-0.34000
469444;-0.36000
472222;-0.38000
475000;-0.39500
477778;-0.41500
480555;-0.42500
483333;-0.42000
486111;-0.42500
488889;-0.44000
491667;-0.45000
494444;-0.46000
497222;-0.43500
500000;-0.42500
502778;-0.43000
505555;-0.43500
508333;-0.44000
511111;-0.44000
513889;-0.43000
516667;-0.42500
519444;-0.43500
522222;-0.43500
525000;-0.44500
527778;-0.45000
530555;-0.43500
533333;-0.44500
536111;-0.45500
538889;-0.44500
541667;-0.46000
544444;-0.46000
547222;-0.49500
550000;-0.52500
552778;-0.56500
555555;-0.59000
558333;-0.61500
561111;-0.65000
563889;-0.59500
566667;-0.47000
569444;-0.31000
572222;-0.13000
575000;0.06500
577778;0.34000
580555;0.61500
583333;0.82500
586111;0.96000
588889;1.01500
591667;0.91500
594444;0.63500
597222;0.18500
600000;-0.22500
602778;-0.49000
605555;-0.56000
608333;-0.54000
611111;-0.48500
613889;-0.44000
616666;-0.43500
619444;-0.43500
622222;-0.44500
625000;-0.45500
627778;-0.46000
630555;-0.46000
633333;-0.46000
636111;-0.45500
638889;-0.47000
641666;-0.48000
644444;-0.49000
647222;-0.47500
650000;-0.46500
652778;-0.46500
655555;-0.47000
658333;-0.48000
661111;-0.48000
663889;-0.47000
666666;-0.47000
669444;-0.48000
672222;-0.48500
675000;-0.49500
677778;-0.49000
680555;-0.47000
683333;-0.46000
