time_ms;ecg_value
0;-0.10000
2778;-0.10500
5556;-0.10500
8333;-0.08500
11111;-0.07000
13889;-0.09500
16667;-0.13000
19444;-0.16500
22222;-0.19000
25000;-0.20000
27778;-0.21000
30556;-0.22000
33333;-0.23500
36111;-0.26500
38889;-0.27000
41667;-0.27000
44444;-0.26000
47222;-0.25000
50000;-0.25000
52778;-0.26500
55556;-0.28500
58333;-0.30000
61111;-0.29500
63889;-0.29000
66667;-0.28500
69444;-0.26500
72222;-0.27500
75000;-0.27500
77778;-0.27000
80556;-0.27000
83333;-0.28000
86111;-0.28500
88889;-0.30000
91667;-0.30000
94444;-0.31000
97222;-0.29000
100000;-0.30500
102778;-0.30500
105556;-0.33000
108333;-0.35500
111111;-0.39000
113889;-0.40000
116667;-0.42000
119444;-0.47000
122222;-0.51500
125000;-0.53000
127778;-0.47000
130556;-0.36000
133333;-0.23000
136111;-0.08000
138889;0.11500
141667;0.40500
144444;0.67000
147222;0.86000
150000;0.94000
152778;0.87000
155556;0.59500
158333;0.17500
161111;-0.19000
163889;-0.40000
166667;-0.47000
169444;-0.45000
172222;-0.40000
175000;-0.35500
177778;-0.33500
180556;-0.33500
183333;-0.33500
186111;-0.33500
188889;-0.35500
191667;-0.37000
194444;-0.36500
197222;-0.35500
200000;-0.36000
202778;-0.36000
205555;-0.37000
208333;-0.39000
211111;-0.39000
213889;-0.40000
216667;-0.40000
219444;-0.40000
222222;-0.39500
225000;-0.39500
227778;-0.37500
230555;-0.36500
233333;-0.36500
236111;-0.38000
238889;-0.39000
241667;-0.38500
244444;-0.38500
247222;-0.37000
250000;-0.37500
252778;-0.37500
255555;-0.39500
258333;-0.39000
261111;-0.38000
263889;-0.36500
266667;-0.36500
269444;-0.37500
272222;-0.39500
275000;-0.41000
277778;-0.41000
280555;-0.40000
283333;-0.40000
286111;-0.41000
288889;-0.41500
291667;-0.42000
294444;-0.41500
297222;-0.39000
300000;-0.38500
302778;-0.37000
305555;-0.38500
308333;-0.41000
311111;-0.41000
313889;-0.40000
316667;-0.39000
319444;-0.40000
322222;-0.41000
325000;-0.40500
327778;-0.39000
330555;-0.38000
333333;-0.38000
336111;-0.40500
338889;-0.42500
341667;-0.43500
344444;-0.42500
347222;-0.40500
350000;-0.39000
352778;-0.40500
355555;-0.41500
358333;-0.42000
361111;-0.40500
363889;-0.41000
366667;-0.40000
369444;-0.41500
372222;-0.41500
375000;-0.41000
377778;-0.40000
380555;-0.39000
383333;-0.42500
386111;-0.44000
388889;-0.46000
391667;-0.46000
394444;-0.45000
397222;-0.45500
400000;-0.45000
402778;-0.45000
405555;-0.46500
408333;-0.48000
411111;-0.45500
413889;-0.46000
416667;-0.47000
419444;-0.48500
422222;-0.50500
425000;-0.48000
427778;-0.47500
430555;-0.45000
433333;-0.44500
436111;-0.44500
438889;-0.45500
441667;-0.45000
444444;-0.42500
447222;-0.42500
