time_seconds;ecg_value
0;-0.39000
3;-0.23500
6;-0.07500
8;0.12000
11;0.39500
14;0.66000
17;0.84500
19;0.93500
22;0.85000
25;0.59000
28;0.18000
31;-0.18500
33;-0.39500
36;-0.49500
39;-0.52500
42;-0.51000
44;-0.46500
47;-0.43000
50;-0.41500
53;-0.41000
56;-0.42000
58;-0.42000
61;-0.42000
64;-0.41500
67;-0.42500
69;-0.43500
72;-0.44500
75;-0.44500
78;-0.45000
81;-0.44500
83;-0.44000
86;-0.43500
89;-0.42500
92;-0.44500
94;-0.44000
97;-0.42000
100;-0.42000
103;-0.43000
106;-0.44500
108;-0.45000
111;-0.44500
114;-0.43500
117;-0.42500
119;-0.42500
122;-0.44500
125;-0.47000
128;-0.47000
131;-0.45500
133;-0.44500
136;-0.44000
139;-0.44500
142;-0.44500
144;-0.45500
147;-0.43500
150;-0.43500
153;-0.43000
156;-0.43000
158;-0.43000
161;-0.43000
164;-0.42000
167;-0.42500
169;-0.45000
172;-0.45500
175;-0.46000
178;-0.45500
181;-0.44500
183;-0.42500
186;-0.43500
189;-0.46000
192;-0.47000
194;-0.47000
197;-0.45500
200;-0.44000
203;-0.43500
206;-0.44000
208;-0.46000
211;-0.44500
214;-0.44000
217;-0.44500
219;-0.44000
222;-0.45000
225;-0.46000
228;-0.46500
231;-0.45500
233;-0.45000
236;-0.44500
239;-0.44500
242;-0.44500
244;-0.45000
247;-0.46000
250;-0.46000
253;-0.45000
256;-0.46000
258;-0.46500
261;-0.47000
264;-0.46500
267;-0.46000
269;-0.47000
272;-0.47500
275;-0.49500
278;-0.50500
281;-0.50500
283;-0.49000
286;-0.49000
289;-0.50500
292;-0.52500
294;-0.51500
297;-0.52000
300;-0.51500
303;-0.51500
306;-0.53000
308;-0.52000
311;-0.51000
314;-0.48000
317;-0.47000
319;-0.46000
322;-0.45000
325;-0.44500
328;-0.43500
331;-0.41500
333;-0.39500
336;-0.37500
339;-0.37500
342;-0.36000
344;-0.35000
347;-0.33500
350;-0.32500
353;-0.31500
356;-0.32000
358;-0.34000
361;-0.33000
364;-0.31500
367;-0.31500
369;-0.31000
372;-0.32000
375;-0.32500
378;-0.32500
381;-0.30500
383;-0.31000
386;-0.29000
389;-0.30000
392;-0.30000
394;-0.29500
397;-0.29000
400;-0.29000
403;-0.27500
406;-0.29500
408;-0.30500
411;-0.30500
414;-0.29000
417;-0.28500
419;-0.29500
422;-0.30000
425;-0.30500
428;-0.30500
431;-0.29500
433;-0.28000
436;-0.29500
439;-0.32000
442;-0.32000
444;-0.32000
447;-0.31500
450;-0.30500
453;-0.31000
456;-0.31500
458;-0.32500
461;-0.32000
464;-0.32000
467;-0.32000
469;-0.31000
472;-0.33500
475;-0.32500
478;-0.33000
481;-0.33000
483;-0.31000
486;-0.31500
489;-0.32500
492;-0.33000
494;-0.33000
497;-0.32500
500;-0.32500
503;-0.31500
506;-0.32500
508;-0.32500
511;-0.32000
514;-0.31000
517;-0.31500
519;-0.31000
522;-0.32000
525;-0.33500
528;-0.34000
531;-0.32500
533;-0.33000
536;-0.33000
539;-0.32500
542;-0.33500
544;-0.32500
547;-0.32500
550;-0.31000
553;-0.31000
556;-0.32000
558;-0.32000
561;-0.32000
564;-0.32000
567;-0.31000
569;-0.31500
572;-0.31000
575;-0.32000
578;-0.32500
581;-0.30500
583;-0.29500
586;-0.30500
589;-0.31500
592;-0.32500
594;-0.32000
597;-0.30500
600;-0.29500
603;-0.29500
606;-0.31000
608;-0.31000
611;-0.30500
614;-0.29500
617;-0.27500
619;-0.26500
622;-0.25000
625;-0.26500
628;-0.25500
631;-0.23500
633;-0.22000
636;-0.21500
639;-0.23500
642;-0.24000
644;-0.23500
647;-0.21000
650;-0.18500
653;-0.18500
656;-0.18500
658;-0.18500
661;-0.19000
664;-0.18500
667;-0.18000
669;-0.19000
672;-0.20000
675;-0.19500
678;-0.19000
681;-0.19500
683;-0.17500
686;-0.16500
