time_seconds;ecg_value
0;-0.11000
3;0.05500
6;0.27500
8;0.53500
11;0.78000
14;0.93500
17;0.99500
19;0.91000
22;0.63500
25;0.26000
28;-0.08000
31;-0.32500
33;-0.43000
36;-0.43000
39;-0.38000
42;-0.34000
44;-0.31500
47;-0.32000
50;-0.34000
53;-0.35000
56;-0.33500
58;-0.31500
61;-0.31000
64;-0.31500
67;-0.32000
69;-0.33000
72;-0.34000
75;-0.33000
78;-0.34000
81;-0.34000
83;-0.34500
86;-0.35500
89;-0.35000
92;-0.35000
94;-0.34500
97;-0.35500
100;-0.35500
103;-0.35500
106;-0.36500
108;-0.35000
111;-0.32000
114;-0.33000
117;-0.33500
119;-0.34500
122;-0.35500
125;-0.35500
128;-0.36000
131;-0.34500
133;-0.33500
136;-0.34500
139;-0.35000
142;-0.34500
144;-0.32000
147;-0.33500
150;-0.34000
153;-0.35000
156;-0.35500
158;-0.35000
161;-0.34500
164;-0.36000
167;-0.36000
169;-0.37500
172;-0.36500
175;-0.36500
178;-0.35500
181;-0.35500
183;-0.36000
186;-0.36500
189;-0.35500
192;-0.35000
194;-0.34500
197;-0.36500
200;-0.37000
203;-0.38000
206;-0.37500
208;-0.35000
211;-0.34500
214;-0.35000
217;-0.37000
219;-0.36000
222;-0.36500
225;-0.35500
228;-0.35000
231;-0.35500
233;-0.36000
236;-0.36500
239;-0.37000
242;-0.38000
244;-0.36000
247;-0.37000
250;-0.36500
253;-0.38000
256;-0.39000
258;-0.38500
261;-0.38000
264;-0.37500
267;-0.39000
269;-0.39000
272;-0.38500
275;-0.38000
278;-0.36000
281;-0.36500
283;-0.39500
286;-0.40000
289;-0.40000
292;-0.37500
294;-0.37000
297;-0.37500
300;-0.38000
303;-0.39500
306;-0.38500
308;-0.37500
311;-0.36500
314;-0.37000
317;-0.37500
319;-0.36500
322;-0.37000
325;-0.35500
328;-0.33500
331;-0.33500
333;-0.35000
336;-0.35500
339;-0.35000
342;-0.32000
344;-0.29500
347;-0.30000
350;-0.29000
353;-0.29000
356;-0.29000
358;-0.28000
361;-0.27500
364;-0.27000
367;-0.27000
369;-0.28500
372;-0.28500
375;-0.26500
378;-0.25000
381;-0.25000
383;-0.26000
386;-0.27500
389;-0.28000
392;-0.28000
394;-0.27000
397;-0.28000
400;-0.28500
403;-0.29500
406;-0.30000
408;-0.31000
411;-0.29500
414;-0.30000
417;-0.31000
