time_seconds;ecg_value
0;-0.46000
3;-0.47000
6;-0.43000
8;-0.40000
11;-0.38000
14;-0.35500
17;-0.35500
19;-0.36500
22;-0.37000
25;-0.38500
28;-0.37500
31;-0.38000
33;-0.38000
36;-0.37500
39;-0.38000
42;-0.39500
44;-0.40500
47;-0.39000
50;-0.38000
53;-0.37500
56;-0.38500
58;-0.39000
61;-0.39000
64;-0.39000
67;-0.37500
69;-0.38000
72;-0.38500
75;-0.38500
78;-0.39000
81;-0.39500
83;-0.38000
86;-0.38000
89;-0.39000
92;-0.40500
94;-0.41000
97;-0.40000
100;-0.39000
103;-0.40500
106;-0.38500
108;-0.39500
111;-0.40000
114;-0.39000
117;-0.38000
119;-0.38000
122;-0.38000
125;-0.38000
128;-0.40500
131;-0.39000
133;-0.37500
136;-0.37500
139;-0.38000
142;-0.39000
144;-0.39500
147;-0.38500
150;-0.37500
153;-0.37500
156;-0.37500
158;-0.39000
161;-0.40500
164;-0.40000
167;-0.40000
169;-0.40000
172;-0.40500
175;-0.41000
178;-0.40500
181;-0.40000
183;-0.39500
186;-0.38000
189;-0.39000
192;-0.40500
194;-0.40000
197;-0.41500
200;-0.39500
203;-0.38000
206;-0.38500
208;-0.40000
211;-0.40000
214;-0.41000
217;-0.38500
219;-0.39500
222;-0.39500
225;-0.40500
228;-0.41000
231;-0.42000
233;-0.40000
236;-0.41000
239;-0.41000
242;-0.41000
244;-0.42500
247;-0.43000
250;-0.41500
253;-0.42000
256;-0.42000
258;-0.42500
261;-0.43500
264;-0.43500
267;-0.40500
269;-0.40000
272;-0.39500
275;-0.39500
278;-0.38500
281;-0.37000
283;-0.34500
286;-0.34000
289;-0.34500
292;-0.33000
294;-0.32500
297;-0.32000
300;-0.30500
303;-0.30500
306;-0.30000
308;-0.30000
311;-0.29000
314;-0.28500
317;-0.27000
319;-0.26500
322;-0.26500
325;-0.27500
328;-0.28500
331;-0.28500
333;-0.27500
336;-0.27500
339;-0.27500
342;-0.28500
344;-0.28500
347;-0.27500
350;-0.27000
353;-0.26500
356;-0.25500
358;-0.27000
361;-0.28000
364;-0.27500
367;-0.26500
369;-0.25500
372;-0.25500
375;-0.26500
378;-0.28000
381;-0.27000
383;-0.26500
386;-0.26000
389;-0.27500
392;-0.27500
394;-0.29000
397;-0.29000
400;-0.28000
403;-0.27000
406;-0.28000
408;-0.29500
411;-0.30000
414;-0.31000
417;-0.29000
419;-0.28500
422;-0.29500
425;-0.30000
428;-0.31000
431;-0.30500
433;-0.29500
436;-0.29000
439;-0.29500
442;-0.32000
444;-0.33000
447;-0.31500
450;-0.31000
453;-0.30500
456;-0.30500
458;-0.31000
461;-0.33000
464;-0.32000
467;-0.32000
469;-0.31500
472;-0.32000
475;-0.33500
478;-0.33500
481;-0.33500
483;-0.33500
486;-0.33000
489;-0.32000
492;-0.33500
494;-0.34500
497;-0.32500
500;-0.32000
503;-0.30500
506;-0.32500
508;-0.33500
511;-0.34500
514;-0.32500
517;-0.32500
519;-0.32000
522;-0.31500
525;-0.32500
528;-0.33000
531;-0.32500
533;-0.31500
