time_ms;ecg_value
0;0.89000
2778;0.97500
5556;0.88500
8333;0.58000
11111;0.13000
13889;-0.24000
16667;-0.42000
19444;-0.43000
22222;-0.39000
25000;-0.35500
27778;-0.34000
30556;-0.34000
33333;-0.33500
36111;-0.32500
38889;-0.34000
41667;-0.34500
44444;-0.33500
47222;-0.32000
50000;-0.33000
52778;-0.33500
55556;-0.34000
58333;-0.35000
61111;-0.35500
63889;-0.34500
66667;-0.33500
69444;-0.34000
72222;-0.36000
75000;-0.37000
77778;-0.37500
80556;-0.36000
83333;-0.35000
86111;-0.34000
88889;-0.36500
91667;-0.38500
94444;-0.37000
97222;-0.37500
100000;-0.35500
102778;-0.35000
105556;-0.36000
108333;-0.37000
111111;-0.38000
113889;-0.36000
116667;-0.36500
119444;-0.36500
122222;-0.37000
125000;-0.37500
127778;-0.38000
130556;-0.37500
133333;-0.36500
136111;-0.37000
138889;-0.38500
141667;-0.38500
144444;-0.37500
147222;-0.37500
150000;-0.36500
152778;-0.37500
155556;-0.38000
158333;-0.39500
161111;-0.38500
163889;-0.38000
166667;-0.38000
169444;-0.37500
172222;-0.38500
175000;-0.39500
177778;-0.39500
180556;-0.38500
183333;-0.36500
186111;-0.37500
188889;-0.37500
191667;-0.39000
194444;-0.38000
197222;-0.38000
200000;-0.37500
202778;-0.37000
205555;-0.38000
208333;-0.40000
211111;-0.39500
213889;-0.39000
216667;-0.39000
219444;-0.39500
222222;-0.41500
225000;-0.42500
227778;-0.41500
230555;-0.41000
233333;-0.39500
236111;-0.40500
238889;-0.40000
241667;-0.41000
244444;-0.40000
247222;-0.40500
250000;-0.39000
252778;-0.39500
255555;-0.41000
258333;-0.40000
261111;-0.39500
263889;-0.38500
266667;-0.38000
269444;-0.37000
272222;-0.37500
275000;-0.37000
277778;-0.35000
280555;-0.34000
283333;-0.31000
286111;-0.30500
288889;-0.31000
291667;-0.32000
294444;-0.31500
297222;-0.29500
300000;-0.30000
302778;-0.29500
305555;-0.30000
308333;-0.30500
311111;-0.29500
313889;-0.28500
316667;-0.28500
319444;-0.28000
322222;-0.27500
325000;-0.29000
327778;-0.28500
330555;-0.28000
333333;-0.28000
336111;-0.28000
338889;-0.29000
341667;-0.29500
344444;-0.30500
347222;-0.30000
350000;-0.29000
352778;-0.27500
355555;-0.30000
358333;-0.30000
361111;-0.30000
363889;-0.29500
366667;-0.29500
369444;-0.30500
372222;-0.31500
375000;-0.30500
377778;-0.30000
380555;-0.29000
383333;-0.28500
