time_ms;ecg_value
0;-0.51000
2778;-0.52000
5556;-0.56500
8333;-0.59000
11111;-0.57000
13889;-0.48500
16667;-0.37500
19444;-0.27500
22222;-0.20000
25000;-0.12500
27778;-0.04000
30556;0.06500
33333;0.24000
36111;0.43500
38889;0.65500
41667;0.83500
44444;0.91500
47222;0.90000
50000;0.69000
52778;0.35000
55556;-0.06500
58333;-0.38500
61111;-0.52000
63889;-0.51500
66667;-0.45500
69444;-0.41500
72222;-0.40500
75000;-0.41000
77778;-0.42000
80556;-0.42500
83333;-0.41500
86111;-0.40500
88889;-0.42000
91667;-0.41500
94444;-0.42000
97222;-0.44000
100000;-0.42500
102778;-0.43000
105556;-0.43000
108333;-0.42500
111111;-0.43000
113889;-0.44000
116667;-0.44000
119444;-0.43000
122222;-0.42000
125000;-0.43500
127778;-0.44000
130556;-0.43500
133333;-0.42000
136111;-0.41000
138889;-0.41500
141667;-0.41500
144444;-0.42000
147222;-0.42000
150000;-0.41000
152778;-0.41500
155556;-0.41500
158333;-0.42000
161111;-0.43500
163889;-0.43500
166667;-0.44500
169444;-0.42000
172222;-0.42000
175000;-0.43500
177778;-0.44500
180556;-0.43000
183333;-0.42500
186111;-0.42500
188889;-0.42500
191667;-0.44000
194444;-0.44000
197222;-0.44500
200000;-0.43500
202778;-0.44000
205555;-0.42000
208333;-0.43500
211111;-0.43500
213889;-0.44500
216667;-0.42000
219444;-0.42000
222222;-0.41500
225000;-0.42500
227778;-0.43500
230555;-0.43500
233333;-0.42500
236111;-0.42500
238889;-0.41500
241667;-0.43000
244444;-0.43500
247222;-0.44500
250000;-0.43000
252778;-0.43000
255555;-0.43500
258333;-0.43500
261111;-0.44500
263889;-0.45000
266667;-0.44500
269444;-0.43500
272222;-0.44500
275000;-0.44500
277778;-0.46000
280555;-0.46500
283333;-0.46000
286111;-0.44500
288889;-0.45500
291667;-0.46000
294444;-0.46500
297222;-0.47000
300000;-0.46000
302778;-0.46000
305555;-0.45000
308333;-0.45000
311111;-0.44500
313889;-0.45500
316667;-0.45000
319444;-0.44000
322222;-0.43500
325000;-0.43000
327778;-0.44000
330555;-0.44500
333333;-0.44000
336111;-0.44000
338889;-0.43500
341667;-0.43500
344444;-0.44000
347222;-0.44500
350000;-0.41500
352778;-0.39500
355555;-0.37500
358333;-0.37000
361111;-0.38000
363889;-0.36500
366667;-0.35500
369444;-0.33500
372222;-0.33000
375000;-0.33000
377778;-0.32500
380555;-0.33000
383333;-0.32000
386111;-0.30500
388889;-0.30000
391667;-0.30000
394444;-0.30000
397222;-0.31000
400000;-0.29500
402778;-0.29000
405555;-0.28500
408333;-0.28500
411111;-0.31000
413889;-0.30500
416667;-0.31000
419444;-0.29500
422222;-0.30000
425000;-0.30000
427778;-0.31000
430555;-0.32000
433333;-0.31000
436111;-0.29500
438889;-0.30500
441667;-0.30500
444444;-0.31000
447222;-0.32000
450000;-0.31500
452778;-0.31000
455555;-0.30500
458333;-0.31500
461111;-0.32500
463889;-0.33500
466667;-0.32500
469444;-0.31000
472222;-0.31500
475000;-0.31500
477778;-0.32500
480555;-0.33000
483333;-0.32000
486111;-0.31500
488889;-0.31000
491667;-0.32000
494444;-0.33000
497222;-0.35000
500000;-0.34000
502778;-0.34000
505555;-0.33000
508333;-0.34000
511111;-0.34000
513889;-0.34500
516667;-0.34000
519444;-0.34000
522222;-0.34000
525000;-0.35500
527778;-0.35500
530555;-0.35500
533333;-0.34500
536111;-0.33000
538889;-0.33500
541667;-0.33500
544444;-0.34500
547222;-0.35500
550000;-0.34000
552778;-0.34000
555555;-0.33500
558333;-0.34500
561111;-0.35500
563889;-0.36000
566667;-0.36000
569444;-0.34500
572222;-0.35000
575000;-0.34000
577778;-0.35500
580555;-0.35500
583333;-0.35000
586111;-0.33000
588889;-0.35000
591667;-0.34500
594444;-0.35000
597222;-0.35000
600000;-0.34000
602778;-0.32500
605555;-0.32000
608333;-0.32500
611111;-0.32000
613889;-0.32000
616666;-0.30000
619444;-0.28500
622222;-0.28000
625000;-0.28500
627778;-0.28500
630555;-0.28000
633333;-0.27000
636111;-0.25500
638889;-0.25500
641666;-0.25000
644444;-0.25000
647222;-0.24000
650000;-0.23500
652778;-0.21500
655555;-0.21500
658333;-0.22000
661111;-0.24000
663889;-0.25500
666666;-0.25000
669444;-0.24500
672222;-0.23000
675000;-0.23500
677778;-0.24500
680555;-0.24500
683333;-0.22500
686111;-0.19500
688889;-0.18500
691666;-0.21500
694444;-0.24000
697222;-0.28000
700000;-0.28000
702778;-0.28500
705555;-0.29000
708333;-0.30500
711111;-0.32000
713889;-0.33500
716666;-0.34000
719444;-0.35000
722222;-0.35500
725000;-0.36000
727778;-0.36500
730555;-0.36500
733333;-0.37000
736111;-0.36500
738889;-0.36500
741666;-0.37000
744444;-0.38000
747222;-0.39500
750000;-0.38500
752778;-0.37500
755555;-0.38000
758333;-0.38500
761111;-0.39500
763889;-0.40000
766666;-0.38500
769444;-0.36500
772222;-0.36000
775000;-0.37000
777778;-0.38500
780555;-0.39000
783333;-0.38000
786111;-0.40000
788889;-0.43500
791666;-0.47500
794444;-0.50000
797222;-0.52500
800000;-0.55500
802778;-0.60000
805555;-0.57000
808333;-0.49500
811111;-0.37000
813889;-0.23000
816666;-0.05500
819444;0.15500
822222;0.43000
825000;0.68500
827778;0.85000
830555;0.91500
833333;0.87000
836111;0.66000
838889;0.29500
841666;-0.12500
844444;-0.41500
847222;-0.52500
850000;-0.49500
852778;-0.44000
855555;-0.40000
858333;-0.39500
861111;-0.40500
863889;-0.41000
866666;-0.41000
869444;-0.40500
872222;-0.40500
875000;-0.42000
877778;-0.43000
880555;-0.43000
883333;-0.43500
886111;-0.41500
888889;-0.41000
891666;-0.41500
894444;-0.44000
897222;-0.44500
900000;-0.44500
902778;-0.43000
905555;-0.42500
908333;-0.42000
911111;-0.43000
913889;-0.45000
916666;-0.44000
919444;-0.42000
922222;-0.43500
925000;-0.43500
927778;-0.44000
930555;-0.44500
933333;-0.43500
936111;-0.42500
938889;-0.42500
941666;-0.41500
944444;-0.41500
947222;-0.42500
950000;-0.42000
952778;-0.42000
955555;-0.40500
958333;-0.41500
961111;-0.41500
963889;-0.42000
966666;-0.42000
969444;-0.41000
972222;-0.41500
975000;-0.43000
977778;-0.42500
980555;-0.43500
983333;-0.41500
986111;-0.41500
988889;-0.41000
991666;-0.42000
994444;-0.42000
997222;-0.42500
1000000;-0.42500
1002777;-0.41500
1005555;-0.40000
1008333;-0.40000
1011111;-0.41000
1013889;-0.41500
1016666;-0.41000
1019444;-0.41000
1022222;-0.41000
1025000;-0.41000
1027777;-0.42500
1030555;-0.42500
1033333;-0.41500
1036111;-0.43500
1038889;-0.42500
1041666;-0.42500
1044444;-0.42500
1047222;-0.44000
1050000;-0.43000
1052777;-0.41000
1055555;-0.42000
1058333;-0.43000
1061111;-0.43500
1063889;-0.44500
1066666;-0.43000
1069444;-0.43000
1072222;-0.43500
1075000;-0.43000
1077777;-0.43000
1080555;-0.44000
1083333;-0.43500
1086111;-0.42500
1088889;-0.42500
1091666;-0.42500
1094444;-0.43000
1097222;-0.44500
1100000;-0.42500
1102777;-0.43000
1105555;-0.41000
1108333;-0.42000
1111111;-0.42000
1113889;-0.43000
1116666;-0.42000
1119444;-0.40500
1122222;-0.40500
1125000;-0.41000
1127777;-0.41000
1130555;-0.40500
1133333;-0.38500
1136111;-0.38000
1138889;-0.37500
1141666;-0.36500
1144444;-0.37000
1147222;-0.36500
1150000;-0.33500
1152777;-0.32500
1155555;-0.31500
1158333;-0.32000
1161111;-0.32000
1163889;-0.33000
1166666;-0.31500
1169444;-0.29000
1172222;-0.29000
1175000;-0.29000
1177777;-0.30500
1180555;-0.30500
1183333;-0.28500
1186111;-0.27500
1188889;-0.29000
1191666;-0.29000
1194444;-0.28500
1197222;-0.29500
1200000;-0.30000
1202777;-0.29000
1205555;-0.28500
1208333;-0.29000
1211111;-0.30500
1213889;-0.30000
1216666;-0.30500
1219444;-0.29000
1222222;-0.29500
1225000;-0.30500
1227777;-0.31000
1230555;-0.31500
1233333;-0.31000
1236111;-0.29500
1238889;-0.29500
1241666;-0.29500
1244444;-0.30500
1247222;-0.30000
1250000;-0.30500
1252777;-0.31000
1255555;-0.30000
1258333;-0.30000
1261111;-0.30500
1263889;-0.31000
1266666;-0.31000
1269444;-0.30000
1272222;-0.30500
1275000;-0.30000
1277777;-0.32000
1280555;-0.32500
1283333;-0.32500
1286111;-0.32000
1288889;-0.30500
1291666;-0.31500
1294444;-0.32500
1297222;-0.33500
1300000;-0.32500
1302777;-0.31500
1305555;-0.32000
1308333;-0.33500
1311111;-0.35000
1313889;-0.34500
1316666;-0.33500
1319444;-0.33000
1322222;-0.32000
1325000;-0.33000
1327777;-0.33500
1330555;-0.34000
1333333;-0.33000
1336111;-0.31500
1338889;-0.32000
1341666;-0.31000
1344444;-0.31500
1347222;-0.33500
1350000;-0.32000
1352777;-0.31500
1355555;-0.31500
1358333;-0.31000
1361111;-0.32500
1363889;-0.32500
1366666;-0.33500
1369444;-0.33500
1372222;-0.32500
1375000;-0.32500
1377777;-0.33500
1380555;-0.34500
1383333;-0.34000
1386111;-0.32000
1388888;-0.32500
1391666;-0.32500
1394444;-0.33500
1397222;-0.35000
1400000;-0.33500
1402777;-0.32000
1405555;-0.33000
1408333;-0.32500
1411111;-0.32500
1413888;-0.34000
1416666;-0.32500
1419444;-0.30500
1422222;-0.29000
1425000;-0.27500
1427777;-0.29000
1430555;-0.28000
1433333;-0.27000
1436111;-0.26000
1438888;-0.24500
1441666;-0.25500
1444444;-0.25000
1447222;-0.24500
1450000;-0.23500
1452777;-0.20500
1455555;-0.20000
1458333;-0.21000
1461111;-0.20500
1463888;-0.20500
1466666;-0.21000
1469444;-0.20000
1472222;-0.21500
1475000;-0.22000
1477777;-0.21500
1480555;-0.22000
1483333;-0.21000
1486111;-0.20500
1488888;-0.20000
1491666;-0.19000
1494444;-0.17500
1497222;-0.19000
1500000;-0.22000
1502777;-0.24000
1505555;-0.25000
1508333;-0.26000
1511111;-0.28000
1513888;-0.30000
1516666;-0.31500
1519444;-0.31500
1522222;-0.33000
1525000;-0.33000
1527777;-0.33500
1530555;-0.34000
1533333;-0.32500
1536111;-0.33000
1538888;-0.31000
1541666;-0.31000
1544444;-0.31500
1547222;-0.32000
1550000;-0.32000
1552777;-0.31500
1555555;-0.32000
1558333;-0.32500
1561111;-0.34500
1563888;-0.35000
1566666;-0.34000
1569444;-0.33500
1572222;-0.33500
1575000;-0.33500
1577777;-0.35000
1580555;-0.35000
1583333;-0.34500
1586111;-0.33000
1588888;-0.33500
1591666;-0.35000
1594444;-0.36000
1597222;-0.37500
1600000;-0.40500
1602777;-0.43500
1605555;-0.47000
1608333;-0.51000
1611111;-0.56500
1613888;-0.58000
1616666;-0.53000
1619444;-0.41000
1622222;-0.27000
1625000;-0.11500
1627777;0.06000
1630555;0.28500
1633333;0.57000
1636111;0.79500
1638888;0.93000
1641666;0.93500
1644444;0.76500
1647222;0.40500
1650000;0.00000
1652777;-0.32000
1655555;-0.46500
1658333;-0.48500
1661111;-0.45000
1663888;-0.41000
1666666;-0.38500
1669444;-0.38000
1672222;-0.37500
1675000;-0.38500
1677777;-0.38000
1680555;-0.38500
1683333;-0.39000
1686111;-0.39000
1688888;-0.38500
1691666;-0.39000
1694444;-0.40000
1697222;-0.40000
1700000;-0.39000
1702777;-0.38000
1705555;-0.38500
1708333;-0.38500
1711111;-0.39500
1713888;-0.39500
1716666;-0.38500
1719444;-0.37500
1722222;-0.37000
1725000;-0.37500
1727777;-0.39000
1730555;-0.39000
1733333;-0.38000
1736111;-0.36000
1738888;-0.37000
1741666;-0.38000
1744444;-0.39000
1747222;-0.41000
1750000;-0.40000
1752777;-0.38500
1755555;-0.38500
1758333;-0.37500
1761111;-0.39500
1763888;-0.39500
1766666;-0.38500
1769444;-0.38000
1772222;-0.36000
1775000;-0.36500
1777777;-0.37000
1780555;-0.37000
1783333;-0.36500
1786111;-0.36000
1788888;-0.36000
1791666;-0.37500
1794444;-0.38500
1797222;-0.38500
1799999;-0.37500
1802777;-0.37000
1805555;-0.36000
1808333;-0.36000
1811111;-0.37000
1813888;-0.37500
1816666;-0.37000
1819444;-0.36500
1822222;-0.36500
1824999;-0.37000
1827777;-0.37500
1830555;-0.38000
1833333;-0.38500
1836111;-0.37500
1838888;-0.37500
1841666;-0.38000
1844444;-0.38000
1847222;-0.39000
1849999;-0.38000
1852777;-0.38500
1855555;-0.37000
1858333;-0.38500
1861111;-0.38000
1863888;-0.39500
1866666;-0.39000
1869444;-0.37500
1872222;-0.38500
1874999;-0.38500
1877777;-0.38500
1880555;-0.40000
1883333;-0.38000
1886111;-0.38000
1888888;-0.39000
1891666;-0.38500
1894444;-0.40500
1897222;-0.41000
1899999;-0.41500
1902777;-0.41500
1905555;-0.40500
1908333;-0.41500
1911111;-0.41000
1913888;-0.41500
1916666;-0.40500
1919444;-0.39500
1922222;-0.39500
1924999;-0.40500
1927777;-0.41000
1930555;-0.41500
1933333;-0.39000
1936111;-0.37000
1938888;-0.34500
1941666;-0.35000
1944444;-0.33500
1947222;-0.34000
1949999;-0.33000
1952777;-0.31500
1955555;-0.32000
1958333;-0.30000
1961111;-0.30500
1963888;-0.31000
1966666;-0.29500
1969444;-0.28500
1972222;-0.27000
1974999;-0.27500
1977777;-0.29000
1980555;-0.29000
1983333;-0.28500
1986111;-0.27000
1988888;-0.27500
1991666;-0.28500
1994444;-0.28500
1997222;-0.30000
1999999;-0.28500
2002777;-0.29000
2005555;-0.28000
2008333;-0.27500
2011111;-0.28000
2013888;-0.29000
2016666;-0.30500
2019444;-0.28000
2022222;-0.28000
2024999;-0.28000
2027777;-0.28500
2030555;-0.29000
2033333;-0.27500
2036111;-0.27500
2038888;-0.26500
2041666;-0.27000
2044444;-0.28500
2047222;-0.29500
2049999;-0.29000
2052777;-0.29500
2055555;-0.28500
2058333;-0.28500
2061111;-0.29000
2063888;-0.30500
2066666;-0.30000
2069444;-0.30000
2072222;-0.30000
2074999;-0.31000
2077777;-0.32000
2080555;-0.32000
2083333;-0.31500
2086111;-0.31500
2088888;-0.31000
2091666;-0.32000
2094444;-0.33000
2097222;-0.32500
2099999;-0.32000
2102777;-0.31500
2105555;-0.31000
2108333;-0.32000
2111111;-0.32000
2113888;-0.31500
2116666;-0.30500
2119444;-0.30500
2122222;-0.30500
2124999;-0.32500
2127777;-0.34000
2130555;-0.35500
2133333;-0.35000
2136111;-0.34500
2138888;-0.33500
2141666;-0.34000
2144444;-0.33500
2147222;-0.34000
2149999;-0.32500
2152777;-0.32500
2155555;-0.34000
2158333;-0.35000
2161111;-0.35000
2163888;-0.36000
2166666;-0.33500
2169444;-0.32000
2172222;-0.32000
2174999;-0.32000
2177777;-0.34000
2180555;-0.33000
2183333;-0.32000
2186110;-0.32000
2188888;-0.32000
2191666;-0.31500
2194444;-0.32500
2197222;-0.34000
2199999;-0.34000
2202777;-0.32500
2205555;-0.32000
2208333;-0.32500
2211110;-0.34000
2213888;-0.33000
2216666;-0.33000
2219444;-0.32000
2222222;-0.33500
2224999;-0.34500
2227777;-0.34500
2230555;-0.34500
2233333;-0.34000
2236110;-0.31500
2238888;-0.31500
2241666;-0.32500
2244444;-0.32000
2247222;-0.31000
2249999;-0.30500
2252777;-0.30500
2255555;-0.30000
2258333;-0.30000
2261110;-0.28500
2263888;-0.29000
2266666;-0.27000
2269444;-0.25500
2272222;-0.24500
2274999;-0.25500
2277777;-0.26000
2280555;-0.27500
2283333;-0.25500
2286110;-0.24000
2288888;-0.24000
2291666;-0.23500
2294444;-0.24500
2297222;-0.23500
2299999;-0.22000
2302777;-0.20000
2305555;-0.20000
2308333;-0.22500
2311110;-0.24500
2313888;-0.24500
2316666;-0.23500
2319444;-0.22000
2322222;-0.23000
2324999;-0.23000
2327777;-0.23000
2330555;-0.23500
2333333;-0.20000
2336110;-0.19000
2338888;-0.21000
2341666;-0.25500
2344444;-0.29500
2347222;-0.30500
2349999;-0.30500
2352777;-0.33000
2355555;-0.32500
2358333;-0.34000
2361110;-0.35000
2363888;-0.36000
2366666;-0.35500
2369444;-0.33500
2372222;-0.36000
2374999;-0.35500
2377777;-0.37500
2380555;-0.38500
2383333;-0.37000
2386110;-0.34500
2388888;-0.34000
2391666;-0.34000
2394444;-0.36000
2397222;-0.37500
2399999;-0.37000
2402777;-0.37000
2405555;-0.36500
2408333;-0.38000
2411110;-0.38000
2413888;-0.39000
2416666;-0.38000
2419444;-0.38500
2422222;-0.39500
2424999;-0.42500
2427777;-0.46000
2430555;-0.49000
2433333;-0.50500
2436110;-0.54000
2438888;-0.54500
2441666;-0.49000
2444444;-0.38500
2447222;-0.24000
2449999;-0.07000
2452777;0.14500
2455555;0.43000
2458333;0.67000
2461110;0.84000
2463888;0.89500
2466666;0.80500
2469444;0.55000
2472222;0.17000
2474999;-0.14500
2477777;-0.35000
2480555;-0.47000
2483333;-0.52500
2486110;-0.54500
2488888;-0.55500
2491666;-0.56000
2494444;-0.55000
2497222;-0.52000
2499999;-0.47500
2502777;-0.45500
2505555;-0.43500
2508333;-0.44500
2511110;-0.45000
2513888;-0.44000
2516666;-0.42500
2519444;-0.41500
2522222;-0.41500
2524999;-0.42500
2527777;-0.44000
2530555;-0.44000
2533333;-0.41000
2536110;-0.42000
2538888;-0.41500
2541666;-0.41500
2544444;-0.42000
2547222;-0.42500
2549999;-0.41500
2552777;-0.40000
2555555;-0.41500
2558333;-0.42000
2561110;-0.42000
2563888;-0.43500
2566666;-0.43500
2569444;-0.43500
2572222;-0.43000
2574999;-0.43500
2577777;-0.43500
2580555;-0.44500
2583333;-0.42000
2586110;-0.44500
2588888;-0.43500
2591666;-0.42000
2594444;-0.44500
2597221;-0.44000
2599999;-0.43000
2602777;-0.42000
2605555;-0.41000
2608333;-0.42500
2611110;-0.42500
2613888;-0.43500
2616666;-0.42000
2619444;-0.42500
2622221;-0.42500
2624999;-0.42000
2627777;-0.43000
2630555;-0.44000
2633333;-0.42500
2636110;-0.42500
2638888;-0.42500
2641666;-0.43500
2644444;-0.44000
2647221;-0.44500
2649999;-0.43000
2652777;-0.41000
2655555;-0.41000
2658333;-0.41000
2661110;-0.41500
2663888;-0.43000
2666666;-0.42000
2669444;-0.40000
2672221;-0.40500
2674999;-0.42000
2677777;-0.44000
2680555;-0.45000
2683333;-0.43500
2686110;-0.45000
2688888;-0.43000
2691666;-0.45000
2694444;-0.46500
2697221;-0.48500
2699999;-0.48000
2702777;-0.47500
2705555;-0.47000
2708333;-0.48000
2711110;-0.47500
2713888;-0.50000
2716666;-0.50000
2719444;-0.49000
2722221;-0.50000
2724999;-0.50000
2727777;-0.51500
2730555;-0.53000
2733333;-0.52000
2736110;-0.50500
2738888;-0.49500
2741666;-0.48500
2744444;-0.48000
2747221;-0.48000
2749999;-0.46500
2752777;-0.45500
2755555;-0.42000
2758333;-0.42000
2761110;-0.40500
2763888;-0.40000
2766666;-0.37000
2769444;-0.36000
2772221;-0.34500
2774999;-0.34500
2777777;-0.33500
2780555;-0.33500
2783333;-0.32000
2786110;-0.31000
2788888;-0.30500
2791666;-0.31000
2794444;-0.32000
2797221;-0.32500
2799999;-0.30500
2802777;-0.28500
2805555;-0.28000
2808333;-0.28500
2811110;-0.29500
2813888;-0.29500
2816666;-0.28500
2819444;-0.28500
2822221;-0.29000
2824999;-0.28500
2827777;-0.29500
2830555;-0.30500
2833333;-0.29500
2836110;-0.28500
2838888;-0.29500
2841666;-0.28000
2844444;-0.30000
2847221;-0.30000
2849999;-0.30000
2852777;-0.29500
2855555;-0.29000
2858333;-0.30500
2861110;-0.30500
2863888;-0.31000
2866666;-0.30500
2869444;-0.29000
2872221;-0.29000
2874999;-0.29500
2877777;-0.31000
2880555;-0.31500
2883333;-0.31000
2886110;-0.30000
2888888;-0.29000
2891666;-0.29500
2894444;-0.30500
2897221;-0.31500
2899999;-0.30000
2902777;-0.28500
2905555;-0.29500
2908333;-0.30500
2911110;-0.31500
2913888;-0.33000
2916666;-0.32500
2919444;-0.30500
2922221;-0.31000
2924999;-0.31000
2927777;-0.31500
2930555;-0.31500
2933333;-0.31000
2936110;-0.30500
2938888;-0.30500
2941666;-0.30000
2944444;-0.30500
2947221;-0.30500
2949999;-0.30500
2952777;-0.29000
2955555;-0.29500
2958333;-0.28500
2961110;-0.29500
2963888;-0.30000
2966666;-0.31000
2969444;-0.29500
2972221;-0.29500
2974999;-0.29000
2977777;-0.29500
2980555;-0.31500
2983332;-0.30000
2986110;-0.29500
2988888;-0.29000
2991666;-0.30000
2994444;-0.31000
2997221;-0.31500
2999999;-0.30500
3002777;-0.30500
3005555;-0.30000
3008332;-0.29500
3011110;-0.30500
3013888;-0.30500
3016666;-0.29500
3019444;-0.29000
3022221;-0.28500
3024999;-0.28500
3027777;-0.29000
3030555;-0.30000
3033332;-0.28500
3036110;-0.28500
3038888;-0.28000
3041666;-0.29500
3044444;-0.30500
3047221;-0.29500
3049999;-0.29000
3052777;-0.26000
3055555;-0.25000
3058332;-0.26500
3061110;-0.27000
3063888;-0.27000
3066666;-0.25500
3069444;-0.23000
3072221;-0.22500
3074999;-0.23000
3077777;-0.24000
3080555;-0.23000
3083332;-0.21000
3086110;-0.19000
3088888;-0.17500
3091666;-0.18500
3094444;-0.19500
3097221;-0.19500
3099999;-0.17000
3102777;-0.17500
3105555;-0.17500
3108332;-0.19000
3111110;-0.21000
3113888;-0.20500
3116666;-0.20500
3119444;-0.19000
3122221;-0.18500
3124999;-0.19500
3127777;-0.19000
3130555;-0.18500
3133332;-0.17000
3136110;-0.18500
3138888;-0.20500
3141666;-0.24000
3144444;-0.25500
3147221;-0.27500
3149999;-0.28500
3152777;-0.30000
3155555;-0.30000
3158332;-0.30500
3161110;-0.32000
3163888;-0.32500
3166666;-0.32000
3169444;-0.30000
3172221;-0.30000
3174999;-0.31000
3177777;-0.31500
3180555;-0.33000
3183332;-0.33500
3186110;-0.32500
3188888;-0.33000
3191666;-0.33000
3194444;-0.33000
3197221;-0.35000
3199999;-0.34000
3202777;-0.33500
3205555;-0.33500
3208332;-0.33000
3211110;-0.34500
3213888;-0.35500
3216666;-0.37500
3219444;-0.39000
3222221;-0.42500
3224999;-0.46000
3227777;-0.48000
3230555;-0.52500
3233332;-0.53000
3236110;-0.47000
3238888;-0.34000
3241666;-0.17500
3244444;-0.00500
3247221;0.22500
3249999;0.53500
3252777;0.81000
3255555;0.96500
3258332;0.99000
3261110;0.79000
3263888;0.39000
3266666;-0.05500
3269444;-0.37500
3272221;-0.49000
3274999;-0.47000
3277777;-0.42500
3280555;-0.39500
3283332;-0.37000
3286110;-0.36500
3288888;-0.37000
3291666;-0.37500
3294444;-0.37500
3297221;-0.38500
3299999;-0.37500
3302777;-0.37500
3305555;-0.37500
3308332;-0.37500
3311110;-0.39000
3313888;-0.38500
3316666;-0.39000
3319444;-0.38000
3322221;-0.37500
3324999;-0.37500
3327777;-0.38500
3330555;-0.39500
3333332;-0.38500
3336110;-0.38500
3338888;-0.39000
3341666;-0.38500
3344444;-0.39500
3347221;-0.39000
3349999;-0.39000
3352777;-0.37500
3355555;-0.38500
3358332;-0.39500
3361110;-0.40500
3363888;-0.41000
3366666;-0.40000
3369444;-0.38500
3372221;-0.38000
3374999;-0.39000
3377777;-0.38500
3380555;-0.40000
3383332;-0.38000
3386110;-0.37500
3388888;-0.37000
3391666;-0.39000
3394443;-0.39500
3397221;-0.39500
3399999;-0.39500
3402777;-0.37500
3405555;-0.37500
3408332;-0.38000
3411110;-0.39000
3413888;-0.40000
3416666;-0.39000
3419443;-0.38500
3422221;-0.38500
3424999;-0.39000
3427777;-0.40500
3430555;-0.40000
3433332;-0.39500
3436110;-0.39000
3438888;-0.38500
3441666;-0.38500
3444443;-0.39000
3447221;-0.39000
3449999;-0.38000
3452777;-0.37000
3455555;-0.37500
3458332;-0.38500
3461110;-0.38500
3463888;-0.40000
