time_ms;ecg_value
0;-0.16000
2778;-0.15500
5556;-0.15000
8333;-0.16000
11111;-0.16500
13889;-0.17000
16667;-0.17500
19444;-0.15500
22222;-0.15000
25000;-0.16500
27778;-0.17000
30556;-0.18500
33333;-0.17000
36111;-0.16500
38889;-0.16000
41667;-0.17000
44444;-0.18000
47222;-0.17000
50000;-0.16000
52778;-0.16000
55556;-0.15500
58333;-0.17500
61111;-0.18000
63889;-0.19000
66667;-0.17000
69444;-0.17500
72222;-0.17000
75000;-0.18000
77778;-0.19000
80556;-0.20500
83333;-0.20000
86111;-0.19000
88889;-0.19000
91667;-0.19000
94444;-0.20000
97222;-0.20000
100000;-0.20000
102778;-0.19000
105556;-0.18500
108333;-0.18500
111111;-0.20000
113889;-0.21000
116667;-0.19500
119444;-0.19000
122222;-0.18500
125000;-0.19500
127778;-0.20000
130556;-0.21000
133333;-0.20000
136111;-0.19000
138889;-0.20000
141667;-0.21000
144444;-0.21500
147222;-0.22500
150000;-0.22000
152778;-0.20500
155556;-0.19500
158333;-0.20500
161111;-0.21000
163889;-0.21000
166667;-0.19500
169444;-0.20000
172222;-0.18500
175000;-0.19000
177778;-0.19000
180556;-0.19000
183333;-0.19000
186111;-0.18000
188889;-0.18500
191667;-0.18500
194444;-0.19000
197222;-0.20000
200000;-0.18500
202778;-0.17500
205555;-0.17000
208333;-0.17500
211111;-0.18000
213889;-0.19000
216667;-0.18000
219444;-0.17000
222222;-0.16500
225000;-0.17000
227778;-0.18500
230555;-0.19500
233333;-0.18000
236111;-0.16000
238889;-0.14500
241667;-0.13500
244444;-0.12500
247222;-0.13500
250000;-0.11000
252778;-0.10000
255555;-0.09000
258333;-0.10000
261111;-0.09000
263889;-0.09500
266667;-0.07500
269444;-0.06500
272222;-0.05500
275000;-0.07000
277778;-0.07500
280555;-0.09000
283333;-0.08000
286111;-0.08500
288889;-0.09500
291667;-0.10500
294444;-0.10500
297222;-0.10500
300000;-0.09500
302778;-0.10000
305555;-0.09500
308333;-0.08500
311111;-0.09000
313889;-0.06000
316667;-0.04000
319444;-0.03000
322222;-0.04500
325000;-0.08000
327778;-0.11000
330555;-0.13500
333333;-0.12000
336111;-0.13000
338889;-0.13500
341667;-0.17000
344444;-0.16500
347222;-0.19000
350000;-0.19000
352778;-0.18000
355555;-0.18000
358333;-0.18000
361111;-0.19500
363889;-0.20000
366667;-0.19500
369444;-0.18500
372222;-0.19500
375000;-0.20500
377778;-0.21500
380555;-0.22000
383333;-0.21000
386111;-0.21000
388889;-0.21500
391667;-0.21500
394444;-0.21000
