time_ms;ecg_value
0;-0.52500
2778;-0.54500
5556;-0.59000
8333;-0.61500
11111;-0.59500
13889;-0.50500
16667;-0.40000
19444;-0.27500
22222;-0.10500
25000;0.15000
27778;0.42500
30556;0.64500
33333;0.77000
36111;0.78000
38889;0.61000
41667;0.27500
44444;-0.11500
47222;-0.43500
50000;-0.58500
52778;-0.60500
55556;-0.56000
58333;-0.50000
61111;-0.46500
63889;-0.48000
66667;-0.48000
69444;-0.47000
72222;-0.46500
75000;-0.46000
77778;-0.45000
80556;-0.46000
83333;-0.46500
86111;-0.47500
88889;-0.48000
91667;-0.47000
94444;-0.46000
97222;-0.46000
100000;-0.45500
102778;-0.46500
105556;-0.46500
108333;-0.46500
111111;-0.45500
113889;-0.45500
116667;-0.45500
119444;-0.47000
122222;-0.47000
125000;-0.46000
127778;-0.45000
130556;-0.44500
133333;-0.45500
136111;-0.47000
138889;-0.48000
141667;-0.47500
144444;-0.45500
147222;-0.46000
150000;-0.47000
152778;-0.47500
155556;-0.49000
158333;-0.48000
161111;-0.47500
163889;-0.47500
166667;-0.48000
169444;-0.48500
172222;-0.48500
175000;-0.47500
177778;-0.46500
180556;-0.47000
183333;-0.48000
186111;-0.48000
188889;-0.48500
191667;-0.48500
194444;-0.46500
197222;-0.46000
200000;-0.47500
202778;-0.49000
205555;-0.48000
208333;-0.46000
211111;-0.45500
213889;-0.44500
216667;-0.46000
219444;-0.47000
222222;-0.47500
225000;-0.46000
227778;-0.45500
230555;-0.46000
233333;-0.46000
236111;-0.47000
238889;-0.47000
241667;-0.45500
244444;-0.44500
247222;-0.45500
250000;-0.46000
252778;-0.47500
255555;-0.48000
258333;-0.46500
261111;-0.46500
263889;-0.47000
266667;-0.48000
269444;-0.48500
272222;-0.49000
275000;-0.47500
277778;-0.46000
280555;-0.46500
283333;-0.47000
286111;-0.48000
288889;-0.47000
291667;-0.47000
294444;-0.46000
297222;-0.46500
300000;-0.46500
302778;-0.48000
305555;-0.48500
308333;-0.47500
311111;-0.45500
313889;-0.45000
316667;-0.45000
319444;-0.45000
322222;-0.45000
325000;-0.43000
327778;-0.42500
330555;-0.41500
333333;-0.41000
336111;-0.42000
338889;-0.41500
341667;-0.38500
344444;-0.37000
347222;-0.36500
350000;-0.36000
352778;-0.36000
355555;-0.35000
358333;-0.34000
361111;-0.34000
363889;-0.34500
366667;-0.35000
369444;-0.37000
372222;-0.36500
375000;-0.35000
377778;-0.34500
380555;-0.35500
383333;-0.35000
386111;-0.34500
388889;-0.36000
391667;-0.35000
394444;-0.35000
397222;-0.34500
400000;-0.36000
402778;-0.36000
405555;-0.36000
408333;-0.35000
411111;-0.35000
413889;-0.36500
416667;-0.36500
419444;-0.38500
422222;-0.37000
425000;-0.35000
427778;-0.35000
430555;-0.35000
433333;-0.35000
436111;-0.36500
438889;-0.36500
441667;-0.37500
444444;-0.35500
447222;-0.37000
450000;-0.38000
452778;-0.38500
455555;-0.39000
458333;-0.37500
461111;-0.35500
463889;-0.36000
466667;-0.36500
469444;-0.37000
472222;-0.38500
475000;-0.38500
477778;-0.38000
480555;-0.38500
483333;-0.39000
486111;-0.39500
488889;-0.41500
491667;-0.39500
494444;-0.38500
497222;-0.39000
500000;-0.39500
502778;-0.39000
505555;-0.40500
508333;-0.40000
511111;-0.38500
513889;-0.37500
516667;-0.38000
519444;-0.39000
522222;-0.39500
525000;-0.39000
527778;-0.39000
530555;-0.39000
533333;-0.40000
536111;-0.41000
538889;-0.41000
541667;-0.41000
544444;-0.39500
547222;-0.40500
550000;-0.42000
552778;-0.41500
555555;-0.40500
558333;-0.40000
561111;-0.38000
