time_seconds;ecg_value
0;0.91000
3;0.90000
6;0.68000
8;0.30000
11;-0.09500
14;-0.36000
17;-0.45000
19;-0.45500
22;-0.41500
25;-0.38000
28;-0.37500
31;-0.36500
33;-0.36500
36;-0.36000
39;-0.36000
42;-0.37500
44;-0.38000
47;-0.37500
50;-0.36500
53;-0.37500
56;-0.38000
58;-0.39500
61;-0.39500
64;-0.39000
67;-0.37500
69;-0.36500
72;-0.36500
75;-0.38000
78;-0.38500
81;-0.37500
83;-0.36500
86;-0.37500
89;-0.37500
92;-0.38000
94;-0.38000
97;-0.37000
100;-0.37000
103;-0.35500
106;-0.37500
108;-0.37500
111;-0.38000
114;-0.37000
117;-0.35500
119;-0.37000
122;-0.38000
125;-0.37500
128;-0.38500
131;-0.37000
133;-0.36500
136;-0.36500
139;-0.38000
142;-0.37500
144;-0.39000
147;-0.37500
150;-0.35500
153;-0.37000
156;-0.37000
158;-0.37500
161;-0.37500
164;-0.37500
167;-0.36000
169;-0.35000
172;-0.36000
175;-0.36500
178;-0.39000
181;-0.37500
183;-0.36500
186;-0.36500
189;-0.37000
192;-0.37000
194;-0.38000
197;-0.37500
200;-0.38000
203;-0.37500
206;-0.36500
208;-0.38000
211;-0.39000
214;-0.38000
217;-0.37500
219;-0.38000
222;-0.38500
225;-0.39000
228;-0.39500
231;-0.38500
233;-0.38000
236;-0.37500
239;-0.38500
242;-0.39500
244;-0.39500
247;-0.38500
250;-0.38500
253;-0.40000
256;-0.40000
258;-0.40000
261;-0.40000
264;-0.39000
267;-0.39500
269;-0.38500
272;-0.40000
275;-0.38500
278;-0.39000
281;-0.38500
283;-0.37500
286;-0.36000
289;-0.35500
292;-0.35500
294;-0.35500
297;-0.34500
300;-0.32500
303;-0.30500
306;-0.30500
308;-0.31000
311;-0.30500
314;-0.29000
317;-0.27000
319;-0.27500
322;-0.26500
325;-0.27000
328;-0.26500
331;-0.25500
333;-0.24500
336;-0.24500
339;-0.25000
342;-0.25000
344;-0.26000
347;-0.26000
350;-0.25000
353;-0.24500
356;-0.26000
358;-0.25500
361;-0.25500
364;-0.26000
367;-0.24500
369;-0.26000
372;-0.25000
375;-0.26500
378;-0.27000
381;-0.26000
383;-0.26500
386;-0.25000
389;-0.26000
392;-0.27000
394;-0.26500
397;-0.26500
400;-0.26000
403;-0.26000
406;-0.27500
408;-0.27000
411;-0.28000
414;-0.28000
417;-0.26000
419;-0.25500
422;-0.26500
425;-0.27500
428;-0.28500
431;-0.28000
433;-0.27500
436;-0.27000
439;-0.28000
442;-0.28500
444;-0.28500
447;-0.29500
450;-0.29000
453;-0.26500
456;-0.28500
458;-0.29500
461;-0.29500
464;-0.29000
467;-0.28000
469;-0.28500
472;-0.28000
475;-0.29000
478;-0.30000
481;-0.29500
483;-0.28000
486;-0.28000
489;-0.29500
492;-0.30000
494;-0.30500
497;-0.29000
500;-0.30000
503;-0.28000
506;-0.28500
508;-0.30000
511;-0.31000
514;-0.30500
517;-0.29000
519;-0.30000
522;-0.30000
525;-0.30000
528;-0.30500
531;-0.29500
533;-0.30000
536;-0.29000
539;-0.30000
542;-0.30500
544;-0.31000
547;-0.30500
550;-0.29000
553;-0.28500
556;-0.28500
558;-0.29000
561;-0.30000
564;-0.29000
567;-0.30000
569;-0.27500
572;-0.28500
575;-0.27500
578;-0.29500
581;-0.29000
583;-0.27500
586;-0.26500
589;-0.27500
592;-0.27000
594;-0.26000
597;-0.25500
600;-0.22500
603;-0.22500
606;-0.22000
608;-0.22000
611;-0.22000
614;-0.21000
617;-0.20000
619;-0.18500
622;-0.18000
625;-0.18500
628;-0.17500
631;-0.18500
633;-0.17000
636;-0.17000
639;-0.18000
642;-0.18500
644;-0.20000
647;-0.20500
650;-0.19000
653;-0.18500
656;-0.19500
658;-0.22000
661;-0.23500
664;-0.21000
667;-0.19500
669;-0.16500
672;-0.16000
675;-0.16000
678;-0.17500
681;-0.19000
683;-0.21000
686;-0.22500
689;-0.23000
692;-0.25000
694;-0.26000
697;-0.27000
700;-0.27000
703;-0.27500
706;-0.28000
708;-0.29500
711;-0.29500
714;-0.29000
717;-0.28500
719;-0.29500
722;-0.29000
725;-0.30000
728;-0.30500
731;-0.30000
733;-0.29500
736;-0.29000
739;-0.28500
742;-0.30500
744;-0.31000
747;-0.30500
750;-0.30500
753;-0.29000
756;-0.30500
758;-0.30500
761;-0.31000
764;-0.31500
767;-0.31500
769;-0.31000
772;-0.32500
775;-0.37000
778;-0.41000
781;-0.42500
783;-0.44500
786;-0.46500
789;-0.50500
792;-0.51000
794;-0.46000
797;-0.34500
800;-0.19500
803;-0.04000
806;0.13500
808;0.37000
811;0.62000
814;0.81000
817;0.93500
819;0.99500
822;0.98500
825;0.88500
828;0.62000
831;0.28000
833;-0.04000
836;-0.27000
839;-0.40000
842;-0.44000
844;-0.40500
847;-0.34500
850;-0.33000
853;-0.32000
856;-0.33000
858;-0.33500
861;-0.34000
864;-0.34500
867;-0.32500
869;-0.33000
872;-0.33000
875;-0.35000
878;-0.35500
881;-0.35000
883;-0.34500
886;-0.34500
889;-0.36000
892;-0.36500
894;-0.37500
897;-0.36000
900;-0.35000
903;-0.35500
906;-0.35500
908;-0.37500
911;-0.36500
914;-0.35500
917;-0.36500
919;-0.35000
922;-0.34500
925;-0.36000
928;-0.35000
931;-0.35000
933;-0.34500
936;-0.34000
939;-0.35000
942;-0.35000
944;-0.35500
947;-0.34500
950;-0.35000
953;-0.33500
956;-0.34000
958;-0.34500
961;-0.36000
964;-0.35000
967;-0.34500
969;-0.35000
972;-0.34500
975;-0.35500
978;-0.35500
981;-0.35000
983;-0.34000
986;-0.33000
989;-0.35000
992;-0.35500
994;-0.36000
997;-0.35500
1000;-0.33500
1003;-0.33000
1006;-0.33500
1008;-0.34500
1011;-0.34500
1014;-0.34000
1017;-0.33000
1019;-0.33000
1022;-0.33000
1025;-0.35000
1028;-0.35000
1031;-0.33500
1033;-0.32500
1036;-0.33000
1039;-0.34000
1042;-0.35000
1044;-0.35500
1047;-0.35500
1050;-0.35000
1053;-0.34000
1056;-0.35000
1058;-0.35000
1061;-0.36500
1064;-0.35500
1067;-0.35500
1069;-0.35000
1072;-0.34500
1075;-0.34500
1078;-0.36000
1081;-0.35500
1083;-0.35000
1086;-0.35000
1089;-0.35500
1092;-0.37000
1094;-0.37000
1097;-0.35500
1100;-0.35500
1103;-0.34500
1106;-0.34000
1108;-0.35000
1111;-0.35000
1114;-0.35000
1117;-0.33000
1119;-0.32000
1122;-0.32000
1125;-0.32000
1128;-0.32000
1131;-0.29500
1133;-0.28000
1136;-0.27000
1139;-0.27000
1142;-0.28500
1144;-0.26500
1147;-0.27000
1150;-0.25500
1153;-0.24000
1156;-0.25000
1158;-0.25500
1161;-0.26000
1164;-0.24500
1167;-0.25000
1169;-0.24000
1172;-0.25000
1175;-0.25000
1178;-0.25500
1181;-0.25000
1183;-0.23500
1186;-0.23500
1189;-0.23500
1192;-0.23500
1194;-0.24500
1197;-0.24500
1200;-0.23500
1203;-0.24500
1206;-0.25000
1208;-0.26000
1211;-0.26500
1214;-0.25000
1217;-0.24500
1219;-0.23000
1222;-0.24000
1225;-0.26000
1228;-0.26500
1231;-0.26000
1233;-0.25500
1236;-0.25000
1239;-0.26500
1242;-0.26000
1244;-0.26500
1247;-0.26500
1250;-0.26000
1253;-0.26000
1256;-0.26500
1258;-0.28500
1261;-0.29500
1264;-0.28500
1267;-0.27500
1269;-0.28000
1272;-0.28500
1275;-0.29500
1278;-0.29500
1281;-0.29500
1283;-0.29000
1286;-0.28000
1289;-0.27500
1292;-0.29000
1294;-0.31000
1297;-0.29000
1300;-0.28000
1303;-0.28000
1306;-0.28500
1308;-0.30500
1311;-0.30000
1314;-0.30000
1317;-0.30000
1319;-0.28500
1322;-0.29000
1325;-0.30000
1328;-0.31500
1331;-0.30000
1333;-0.32000
1336;-0.32000
1339;-0.30500
1342;-0.31000
1344;-0.32500
1347;-0.31000
1350;-0.31000
1353;-0.29500
1356;-0.30500
1358;-0.30000
1361;-0.31500
1364;-0.31000
1367;-0.30500
1369;-0.30000
1372;-0.29500
1375;-0.30000
1378;-0.30500
1381;-0.29500
1383;-0.29500
1386;-0.28000
1389;-0.29500
1392;-0.30500
1394;-0.30500
1397;-0.29500
1400;-0.29500
1403;-0.29500
1406;-0.31000
1408;-0.30500
1411;-0.31500
1414;-0.30000
1417;-0.28000
1419;-0.26500
1422;-0.26000
1425;-0.26000
1428;-0.26000
1431;-0.24500
1433;-0.23000
1436;-0.22500
1439;-0.23000
1442;-0.23000
1444;-0.23000
1447;-0.20500
1450;-0.19000
1453;-0.17500
1456;-0.19000
1458;-0.20500
1461;-0.21000
1464;-0.20500
1467;-0.19500
1469;-0.20500
1472;-0.21000
1475;-0.23000
1478;-0.22500
1481;-0.20500
1483;-0.21000
1486;-0.20500
1489;-0.21500
1492;-0.21000
1494;-0.20000
1497;-0.18500
1500;-0.19000
1503;-0.22500
1506;-0.25000
1508;-0.26500
1511;-0.28500
1514;-0.29500
1517;-0.30000
1519;-0.30500
1522;-0.32000
1525;-0.34000
1528;-0.34000
1531;-0.33000
1533;-0.32000
1536;-0.32000
1539;-0.32000
1542;-0.32500
1544;-0.33000
1547;-0.33000
1550;-0.33500
1553;-0.32500
1556;-0.33500
1558;-0.33500
1561;-0.34500
1564;-0.33000
1567;-0.32500
1569;-0.32500
1572;-0.33500
1575;-0.33000
1578;-0.34000
1581;-0.31500
1583;-0.32000
1586;-0.31500
1589;-0.31500
1592;-0.33000
