time_seconds;ecg_value
0;-0.30500
3;-0.31000
6;-0.31500
8;-0.32500
11;-0.33500
14;-0.33000
17;-0.32000
19;-0.33000
22;-0.34000
25;-0.35000
28;-0.36500
31;-0.35500
33;-0.34000
36;-0.33500
39;-0.33500
42;-0.35000
44;-0.35000
47;-0.34000
50;-0.33000
53;-0.34000
56;-0.34500
58;-0.35000
61;-0.34500
64;-0.34000
67;-0.33500
69;-0.32000
72;-0.33500
75;-0.34500
78;-0.35500
81;-0.35000
83;-0.35000
86;-0.34000
89;-0.34500
92;-0.36000
94;-0.36000
97;-0.34000
100;-0.33000
103;-0.33500
106;-0.33500
108;-0.34500
111;-0.35000
114;-0.35000
117;-0.33000
119;-0.31500
122;-0.31500
125;-0.30500
128;-0.29000
131;-0.27000
133;-0.26500
136;-0.26000
139;-0.27500
142;-0.29000
144;-0.29500
147;-0.27000
150;-0.25500
153;-0.24500
156;-0.25000
158;-0.25500
161;-0.25500
164;-0.23500
167;-0.23000
169;-0.24000
172;-0.25500
175;-0.27000
178;-0.27500
181;-0.27000
183;-0.26000
186;-0.25500
189;-0.27000
192;-0.28000
194;-0.29000
197;-0.27000
200;-0.24500
203;-0.23500
206;-0.26500
208;-0.29000
211;-0.31500
214;-0.31500
217;-0.32000
219;-0.34500
222;-0.36500
225;-0.39500
228;-0.40000
231;-0.39000
233;-0.37000
236;-0.38000
239;-0.38000
242;-0.39000
244;-0.39500
247;-0.37500
250;-0.37500
253;-0.38000
256;-0.39500
258;-0.39500
261;-0.40000
264;-0.40000
267;-0.39500
269;-0.39500
272;-0.40500
275;-0.40500
278;-0.40500
281;-0.40500
283;-0.39500
286;-0.39500
289;-0.40000
292;-0.43000
294;-0.45000
297;-0.47000
300;-0.49500
303;-0.52500
306;-0.55500
308;-0.61000
311;-0.59500
314;-0.51000
317;-0.38500
319;-0.25000
322;-0.09000
325;0.13500
328;0.41000
331;0.67000
333;0.79500
336;0.79500
339;0.59500
342;0.24000
344;-0.13500
347;-0.38500
350;-0.49500
353;-0.51000
356;-0.48000
358;-0.45500
361;-0.43500
364;-0.42000
367;-0.41000
369;-0.41500
372;-0.44000
375;-0.43000
378;-0.44000
381;-0.44500
383;-0.44500
386;-0.44000
389;-0.44500
392;-0.45000
394;-0.46500
397;-0.45000
400;-0.43500
403;-0.44000
406;-0.43500
408;-0.44000
411;-0.44000
414;-0.43000
417;-0.43000
419;-0.42500
422;-0.43000
425;-0.44000
428;-0.44500
431;-0.43500
433;-0.42000
436;-0.42000
439;-0.42000
442;-0.43500
444;-0.44500
447;-0.43500
450;-0.43500
453;-0.43500
456;-0.44500
458;-0.45500
461;-0.45500
464;-0.44000
467;-0.43000
469;-0.42500
472;-0.43000
475;-0.44500
478;-0.45500
481;-0.44500
483;-0.44000
486;-0.42500
489;-0.43000
492;-0.44500
494;-0.44500
497;-0.42000
500;-0.42000
503;-0.42000
506;-0.42000
508;-0.43000
511;-0.44000
514;-0.43500
517;-0.44000
519;-0.44000
522;-0.45000
525;-0.45000
528;-0.45500
531;-0.45000
533;-0.43500
536;-0.43500
539;-0.43000
542;-0.43500
544;-0.44000
547;-0.44000
550;-0.42500
553;-0.43000
556;-0.43000
558;-0.45000
561;-0.46000
564;-0.45000
567;-0.43500
569;-0.44500
572;-0.46500
575;-0.46000
578;-0.46000
581;-0.46000
583;-0.46000
586;-0.46500
589;-0.46500
592;-0.48500
594;-0.49000
597;-0.48500
600;-0.48000
603;-0.48000
606;-0.48500
608;-0.50500
611;-0.50500
614;-0.49000
617;-0.50000
619;-0.48500
622;-0.50000
625;-0.50000
628;-0.49000
631;-0.47500
633;-0.46000
636;-0.44000
639;-0.44000
642;-0.44000
644;-0.43000
647;-0.42000
650;-0.39000
653;-0.38500
656;-0.37500
658;-0.40000
661;-0.38500
664;-0.38000
667;-0.36000
669;-0.36000
672;-0.36500
675;-0.35500
678;-0.36500
681;-0.35500
683;-0.34500
686;-0.33500
689;-0.34000
692;-0.35500
694;-0.36000
697;-0.34500
700;-0.31500
703;-0.32500
706;-0.34000
708;-0.36500
711;-0.36500
714;-0.35500
717;-0.34500
719;-0.33500
722;-0.33500
725;-0.35000
728;-0.36000
731;-0.35000
733;-0.33500
736;-0.35000
739;-0.34500
742;-0.36500
744;-0.36500
747;-0.36000
750;-0.35500
753;-0.35500
756;-0.36500
758;-0.36500
761;-0.37500
764;-0.36500
767;-0.36000
769;-0.38000
772;-0.37000
775;-0.38500
778;-0.37500
781;-0.37000
783;-0.37000
786;-0.36500
789;-0.37500
792;-0.39000
794;-0.39500
797;-0.38000
800;-0.36500
803;-0.38000
806;-0.37500
808;-0.38500
811;-0.38500
814;-0.38000
817;-0.37500
819;-0.37500
822;-0.38000
825;-0.39000
828;-0.39000
831;-0.39500
833;-0.38500
836;-0.38000
839;-0.38500
842;-0.38500
844;-0.40000
847;-0.39500
850;-0.38500
853;-0.38000
856;-0.39500
858;-0.39000
861;-0.39000
864;-0.38500
867;-0.37500
869;-0.38500
872;-0.38000
875;-0.38500
878;-0.39000
881;-0.38000
883;-0.38000
886;-0.38000
889;-0.38500
892;-0.39000
894;-0.39500
897;-0.38500
900;-0.38000
903;-0.39000
906;-0.38500
908;-0.38500
911;-0.37500
914;-0.36000
917;-0.33000
919;-0.32500
922;-0.32000
925;-0.33000
928;-0.32500
931;-0.31500
933;-0.30000
936;-0.30000
939;-0.30000
942;-0.30000
944;-0.30500
947;-0.28000
950;-0.27000
953;-0.27500
956;-0.26500
958;-0.27500
961;-0.28000
964;-0.27500
967;-0.28500
969;-0.28000
972;-0.28500
975;-0.29000
978;-0.30000
981;-0.29500
983;-0.28500
986;-0.27500
989;-0.25500
992;-0.27500
994;-0.30500
997;-0.32000
1000;-0.34000
1003;-0.35000
1006;-0.36500
1008;-0.38000
1011;-0.39500
1014;-0.38500
1017;-0.38500
1019;-0.38000
1022;-0.38500
1025;-0.40500
1028;-0.40500
1031;-0.39000
1033;-0.38000
1036;-0.39000
1039;-0.38500
1042;-0.39000
1044;-0.39000
1047;-0.38000
1050;-0.38000
1053;-0.38000
1056;-0.38500
1058;-0.40000
1061;-0.39500
1064;-0.40500
1067;-0.38500
1069;-0.39000
1072;-0.39000
1075;-0.40500
1078;-0.41000
1081;-0.42000
1083;-0.43500
1086;-0.47500
1089;-0.51000
1092;-0.53500
1094;-0.58000
1097;-0.61000
1100;-0.58500
1103;-0.48500
1106;-0.33500
1108;-0.17500
1111;0.04000
1114;0.34500
1117;0.62000
1119;0.81500
1122;0.88000
1125;0.76500
1128;0.45000
1131;0.03500
1133;-0.29500
1136;-0.49000
1139;-0.52500
1142;-0.50000
1144;-0.45500
1147;-0.42500
1150;-0.42500
1153;-0.42000
1156;-0.42000
1158;-0.42500
1161;-0.43000
1164;-0.42000
1167;-0.41000
1169;-0.41500
1172;-0.42500
1175;-0.42500
1178;-0.42500
1181;-0.42000
1183;-0.40500
1186;-0.41500
1189;-0.42000
1192;-0.42000
1194;-0.42500
1197;-0.41500
1200;-0.41000
1203;-0.40500
1206;-0.40000
1208;-0.42000
1211;-0.43000
1214;-0.40500
1217;-0.40500
1219;-0.40500
1222;-0.40500
1225;-0.42000
1228;-0.42000
1231;-0.41500
1233;-0.41500
1236;-0.41000
1239;-0.40500
1242;-0.43000
1244;-0.43000
1247;-0.42000
1250;-0.40000
1253;-0.41000
1256;-0.40500
1258;-0.41000
1261;-0.42000
1264;-0.40500
1267;-0.40500
1269;-0.40000
1272;-0.40500
1275;-0.41500
1278;-0.41000
1281;-0.40500
1283;-0.39500
1286;-0.39500
1289;-0.40000
1292;-0.41000
1294;-0.41000
1297;-0.40000
1300;-0.39500
1303;-0.40500
1306;-0.40500
1308;-0.41000
1311;-0.41500
1314;-0.39000
1317;-0.39500
1319;-0.39500
1322;-0.40000
1325;-0.40500
1328;-0.41000
1331;-0.39500
1333;-0.39000
1336;-0.39500
1339;-0.39500
1342;-0.40500
1344;-0.41500
1347;-0.41000
1350;-0.42000
1353;-0.42000
1356;-0.42000
1358;-0.43000
1361;-0.43000
1364;-0.43500
1367;-0.42000
1369;-0.43500
1372;-0.43000
1375;-0.44500
1378;-0.45500
1381;-0.45000
1383;-0.43500
1386;-0.44000
1389;-0.44000
1392;-0.45500
1394;-0.45500
1397;-0.45500
1400;-0.42500
1403;-0.42000
1406;-0.42000
1408;-0.42000
1411;-0.42500
1414;-0.38500
1417;-0.38000
1419;-0.36000
1422;-0.36000
1425;-0.36000
1428;-0.34500
1431;-0.34500
1433;-0.32500
1436;-0.30500
1439;-0.31000
1442;-0.31000
1444;-0.32000
1447;-0.30500
1450;-0.29500
1453;-0.29500
1456;-0.28500
1458;-0.28500
1461;-0.30000
1464;-0.30000
1467;-0.29500
1469;-0.28500
1472;-0.29000
1475;-0.31000
1478;-0.30000
1481;-0.30500
1483;-0.30000
1486;-0.29500
1489;-0.29000
1492;-0.30000
1494;-0.29500
1497;-0.29500
1500;-0.28500
1503;-0.28000
1506;-0.29500
1508;-0.30500
1511;-0.30500
1514;-0.28000
1517;-0.27000
1519;-0.26000
1522;-0.24000
1525;-0.22500
1528;-0.22000
1531;-0.21500
1533;-0.18500
1536;-0.18000
1539;-0.18000
1542;-0.17500
1544;-0.18500
1547;-0.18500
1550;-0.18500
1553;-0.17500
1556;-0.17500
1558;-0.18000
1561;-0.19500
1564;-0.20500
1567;-0.20500
1569;-0.20500
1572;-0.21000
1575;-0.23000
1578;-0.24000
1581;-0.22500
1583;-0.21500
1586;-0.23500
1589;-0.24500
1592;-0.26500
1594;-0.29000
1597;-0.28500
1600;-0.30500
1603;-0.31500
1606;-0.33500
1608;-0.33500
1611;-0.33500
1614;-0.34500
1617;-0.32500
1619;-0.35000
1622;-0.35500
1625;-0.36000
1628;-0.38000
1631;-0.37000
1633;-0.36000
1636;-0.36500
1639;-0.36500
1642;-0.37000
1644;-0.37500
1647;-0.37000
1650;-0.36500
1653;-0.36500
1656;-0.36500
1658;-0.37500
1661;-0.38500
1664;-0.37500
1667;-0.36500
1669;-0.36000
1672;-0.37000
1675;-0.37500
