time_seconds;ecg_value
0;-0.35000
3;-0.34500
6;-0.35500
8;-0.35000
11;-0.34500
14;-0.34500
17;-0.34000
19;-0.34500
22;-0.36000
25;-0.36000
28;-0.35500
31;-0.35500
33;-0.34500
36;-0.34500
39;-0.35500
42;-0.36000
44;-0.35000
47;-0.34500
50;-0.34000
53;-0.36500
56;-0.37000
58;-0.37000
61;-0.36500
64;-0.35500
67;-0.35500
69;-0.36500
72;-0.36500
75;-0.36000
78;-0.34000
81;-0.34000
83;-0.36000
86;-0.36000
89;-0.36000
92;-0.36500
94;-0.36000
97;-0.35000
100;-0.36000
103;-0.36500
106;-0.36500
108;-0.36000
111;-0.36000
114;-0.35000
117;-0.34500
119;-0.36000
122;-0.35500
125;-0.35500
128;-0.35500
131;-0.34500
133;-0.36000
136;-0.36000
139;-0.37000
142;-0.38500
144;-0.38000
147;-0.36000
150;-0.35500
153;-0.35500
156;-0.36500
158;-0.36500
161;-0.36000
164;-0.35500
167;-0.35000
169;-0.36000
172;-0.37000
175;-0.36000
178;-0.35000
181;-0.35000
183;-0.35000
186;-0.36500
189;-0.36000
192;-0.37000
194;-0.37000
197;-0.36500
200;-0.36000
203;-0.36500
206;-0.37500
208;-0.38000
211;-0.38000
214;-0.37000
217;-0.37500
219;-0.38000
222;-0.38000
225;-0.38000
228;-0.38000
231;-0.38000
233;-0.38000
236;-0.39000
239;-0.39000
242;-0.38500
244;-0.37500
247;-0.36500
250;-0.34500
253;-0.35500
256;-0.36000
258;-0.36000
261;-0.33500
264;-0.32000
267;-0.32500
269;-0.32500
272;-0.34000
275;-0.33500
278;-0.29500
281;-0.29000
283;-0.28000
286;-0.26500
289;-0.27000
292;-0.27500
294;-0.26500
297;-0.25500
300;-0.26500
303;-0.27000
306;-0.27000
308;-0.27500
311;-0.26500
314;-0.26500
317;-0.26500
319;-0.27000
322;-0.26500
325;-0.27000
328;-0.25500
331;-0.25500
333;-0.24500
336;-0.25500
339;-0.26500
342;-0.28500
344;-0.26500
347;-0.25000
350;-0.25000
353;-0.26000
356;-0.27000
358;-0.27500
361;-0.27000
364;-0.26000
367;-0.25500
369;-0.27000
372;-0.28500
375;-0.29000
378;-0.28000
381;-0.28000
383;-0.29000
386;-0.29500
389;-0.29000
392;-0.29000
394;-0.28500
397;-0.27500
400;-0.29500
403;-0.30500
406;-0.31000
408;-0.30000
411;-0.28500
414;-0.28500
417;-0.28500
419;-0.30000
422;-0.31000
425;-0.31500
428;-0.31000
431;-0.27500
433;-0.29500
436;-0.31000
439;-0.31000
442;-0.31000
444;-0.30000
447;-0.29000
450;-0.30000
453;-0.31500
456;-0.33000
458;-0.32000
461;-0.31500
464;-0.30500
467;-0.30500
469;-0.31500
472;-0.33000
475;-0.33000
478;-0.33500
481;-0.33000
483;-0.34000
486;-0.34000
489;-0.34500
492;-0.35000
494;-0.33500
497;-0.32500
500;-0.32000
503;-0.33000
506;-0.34000
508;-0.33000
511;-0.32000
514;-0.31500
517;-0.31000
519;-0.31000
522;-0.33000
525;-0.33000
528;-0.32000
531;-0.31500
533;-0.32500
536;-0.32500
539;-0.33500
542;-0.34000
544;-0.32000
547;-0.31000
550;-0.32000
553;-0.33000
556;-0.34000
558;-0.35000
561;-0.33000
564;-0.32000
567;-0.31000
569;-0.30500
572;-0.29500
575;-0.29000
578;-0.27000
581;-0.26000
583;-0.28000
586;-0.26500
589;-0.26500
592;-0.24500
594;-0.24000
597;-0.21000
600;-0.21000
603;-0.21000
606;-0.21500
608;-0.21500
611;-0.21000
614;-0.21500
617;-0.22000
619;-0.23000
622;-0.23000
625;-0.24000
628;-0.23000
631;-0.23500
633;-0.25000
636;-0.26500
639;-0.26500
642;-0.24500
644;-0.22000
647;-0.20500
650;-0.21000
653;-0.23500
656;-0.27000
658;-0.29000
661;-0.29500
664;-0.28500
667;-0.30000
669;-0.30500
672;-0.31500
675;-0.33000
678;-0.31500
681;-0.30500
683;-0.32500
686;-0.34000
689;-0.36000
692;-0.36500
694;-0.35000
697;-0.34000
700;-0.33500
703;-0.33500
706;-0.36000
708;-0.35500
711;-0.34000
714;-0.32500
717;-0.34000
719;-0.34500
722;-0.36000
725;-0.37500
728;-0.36500
731;-0.36000
733;-0.36000
736;-0.37000
739;-0.37000
742;-0.38000
744;-0.38000
747;-0.36000
750;-0.36500
753;-0.37000
756;-0.40000
758;-0.43000
761;-0.46000
764;-0.47000
767;-0.51000
769;-0.55500
772;-0.53500
775;-0.46000
778;-0.32500
781;-0.18500
783;-0.00500
786;0.19000
789;0.42500
792;0.66500
794;0.86000
797;0.94500
800;0.88500
803;0.68000
806;0.33500
808;-0.04000
811;-0.30000
814;-0.43000
817;-0.47500
819;-0.47000
822;-0.45000
825;-0.42500
828;-0.41000
831;-0.38500
833;-0.38000
836;-0.38000
839;-0.37500
842;-0.38000
844;-0.37000
847;-0.36500
850;-0.38000
853;-0.39000
856;-0.40000
858;-0.41000
861;-0.40000
864;-0.38000
867;-0.39000
869;-0.39500
872;-0.38500
875;-0.40000
878;-0.38500
881;-0.38500
883;-0.39000
886;-0.39500
889;-0.40500
892;-0.41000
894;-0.41500
897;-0.40000
900;-0.39000
903;-0.39500
906;-0.40000
908;-0.41500
911;-0.40000
914;-0.38000
917;-0.37000
919;-0.37500
922;-0.38500
925;-0.40000
928;-0.37500
931;-0.37000
