time_seconds;ecg_value
0;0.81500
3;0.52500
6;0.09500
8;-0.29500
11;-0.50000
14;-0.55000
17;-0.50000
19;-0.43000
22;-0.39500
25;-0.39500
28;-0.40500
31;-0.39000
33;-0.38000
36;-0.37000
39;-0.37000
42;-0.38000
44;-0.38500
47;-0.38000
50;-0.38000
53;-0.37000
56;-0.36500
58;-0.37500
61;-0.38000
64;-0.37000
67;-0.37000
69;-0.36500
72;-0.37000
75;-0.38500
78;-0.39500
81;-0.39000
83;-0.36000
86;-0.36500
89;-0.36500
92;-0.37500
94;-0.39000
97;-0.38500
100;-0.38000
103;-0.37000
106;-0.39000
108;-0.38500
111;-0.39000
114;-0.38500
117;-0.37000
119;-0.37500
122;-0.37500
125;-0.37000
128;-0.38500
131;-0.37500
133;-0.36500
136;-0.36000
139;-0.36500
142;-0.37000
144;-0.36000
147;-0.36500
150;-0.35500
153;-0.36000
156;-0.37000
158;-0.37000
161;-0.37500
164;-0.36500
167;-0.36500
169;-0.36000
172;-0.36000
175;-0.37000
178;-0.37000
181;-0.35500
183;-0.36000
186;-0.35000
189;-0.34500
192;-0.37500
194;-0.36500
197;-0.36500
200;-0.37000
203;-0.36000
206;-0.36000
208;-0.36000
211;-0.36000
214;-0.35500
217;-0.35500
219;-0.34000
222;-0.35000
225;-0.35000
228;-0.36500
231;-0.35000
233;-0.35000
236;-0.34500
239;-0.34000
242;-0.35000
244;-0.35500
247;-0.36500
250;-0.35500
253;-0.35000
256;-0.34500
258;-0.34500
261;-0.34500
264;-0.34500
267;-0.33500
269;-0.34000
272;-0.34500
275;-0.34000
278;-0.34500
281;-0.33500
283;-0.31000
286;-0.30000
289;-0.29500
292;-0.29500
294;-0.28500
297;-0.28000
300;-0.26500
303;-0.25500
306;-0.25000
308;-0.26000
311;-0.27000
314;-0.25000
317;-0.24000
319;-0.24000
322;-0.24500
325;-0.26000
328;-0.26500
331;-0.26000
333;-0.23000
336;-0.24500
339;-0.24500
342;-0.25500
344;-0.26500
347;-0.25500
350;-0.25000
353;-0.25000
356;-0.26000
358;-0.27000
361;-0.27500
364;-0.26500
367;-0.25500
369;-0.25000
372;-0.26500
375;-0.26000
378;-0.26500
381;-0.26000
383;-0.25500
386;-0.26000
389;-0.26500
392;-0.27000
394;-0.26500
397;-0.27500
400;-0.26000
403;-0.27000
406;-0.26500
408;-0.27500
411;-0.27500
414;-0.28000
417;-0.28500
419;-0.29000
422;-0.29500
425;-0.30500
428;-0.31000
431;-0.30500
433;-0.30000
436;-0.28500
439;-0.30000
442;-0.30500
444;-0.30500
447;-0.30500
450;-0.30000
453;-0.30500
456;-0.30500
458;-0.32500
461;-0.32500
464;-0.33000
467;-0.32000
469;-0.31500
472;-0.32000
475;-0.32500
478;-0.32500
481;-0.32000
483;-0.30000
486;-0.28000
489;-0.28500
492;-0.28000
494;-0.26500
497;-0.25500
500;-0.24000
503;-0.23000
506;-0.23000
508;-0.24000
511;-0.24000
514;-0.22000
517;-0.20500
519;-0.18000
522;-0.18500
525;-0.19500
528;-0.18500
531;-0.18500
533;-0.17500
536;-0.16500
539;-0.18500
542;-0.19000
544;-0.21000
547;-0.22000
550;-0.19000
553;-0.19000
556;-0.19500
558;-0.20000
561;-0.19000
564;-0.15500
567;-0.16500
569;-0.18500
572;-0.24000
575;-0.26500
578;-0.27500
581;-0.28500
583;-0.29500
586;-0.31000
589;-0.33500
592;-0.35500
594;-0.36000
597;-0.34500
600;-0.32000
603;-0.33000
606;-0.35000
608;-0.35000
611;-0.36000
614;-0.36500
617;-0.35000
619;-0.35500
622;-0.34500
625;-0.35500
628;-0.36500
631;-0.34500
633;-0.34000
636;-0.34500
639;-0.35500
642;-0.35500
644;-0.36500
647;-0.36000
650;-0.35000
653;-0.35500
656;-0.37000
658;-0.41000
661;-0.45000
664;-0.49000
667;-0.50500
669;-0.54000
672;-0.59500
675;-0.56500
678;-0.47500
681;-0.33000
683;-0.18500
686;-0.02000
689;0.23500
692;0.51000
694;0.75000
697;0.89000
700;0.93000
703;0.83000
706;0.51500
708;0.07500
711;-0.34000
714;-0.55000
717;-0.54500
719;-0.46500
722;-0.40500
725;-0.38000
728;-0.39000
731;-0.38500
733;-0.37000
736;-0.37000
739;-0.37000
742;-0.37000
744;-0.38000
747;-0.37500
750;-0.36000
753;-0.36500
756;-0.36500
758;-0.38000
761;-0.40000
764;-0.39000
767;-0.38000
769;-0.38000
772;-0.38500
775;-0.39000
778;-0.39500
781;-0.39000
783;-0.36500
786;-0.36500
789;-0.37000
792;-0.37500
794;-0.38000
797;-0.37000
800;-0.35500
803;-0.36500
806;-0.37000
808;-0.37500
811;-0.38500
814;-0.37000
817;-0.36000
819;-0.36000
822;-0.36000
825;-0.37500
828;-0.36500
831;-0.37000
833;-0.37000
836;-0.39000
839;-0.38000
842;-0.37500
844;-0.38500
847;-0.39000
850;-0.37000
853;-0.37500
856;-0.38500
858;-0.39000
861;-0.39500
864;-0.39500
867;-0.37500
869;-0.37000
872;-0.37000
875;-0.37000
878;-0.37500
881;-0.36500
883;-0.35500
886;-0.34500
889;-0.36000
892;-0.36500
894;-0.36500
897;-0.34500
900;-0.35500
903;-0.35000
906;-0.36000
908;-0.35500
911;-0.37000
914;-0.36500
917;-0.36500
919;-0.35500
922;-0.35000
925;-0.35500
928;-0.37000
931;-0.35500
933;-0.36000
936;-0.34000
939;-0.34000
942;-0.35000
944;-0.35000
947;-0.35000
950;-0.34000
953;-0.34000
956;-0.33000
958;-0.33500
961;-0.33500
964;-0.32500
967;-0.32500
969;-0.31000
972;-0.30000
975;-0.31000
978;-0.32500
981;-0.30500
983;-0.29000
986;-0.28500
989;-0.28500
992;-0.29500
994;-0.29000
997;-0.28500
1000;-0.27000
1003;-0.27000
1006;-0.26500
1008;-0.27500
1011;-0.29000
1014;-0.28500
1017;-0.28000
1019;-0.27500
1022;-0.28000
1025;-0.27500
1028;-0.28000
1031;-0.28000
1033;-0.27000
1036;-0.28000
1039;-0.28000
1042;-0.29000
1044;-0.30500
1047;-0.29000
1050;-0.28500
1053;-0.28000
1056;-0.29500
1058;-0.31000
1061;-0.31000
1064;-0.30500
1067;-0.29500
1069;-0.27500
1072;-0.29000
1075;-0.29500
1078;-0.30500
1081;-0.30000
1083;-0.29500
1086;-0.28000
1089;-0.30500
1092;-0.31500
1094;-0.31500
1097;-0.31500
1100;-0.31000
1103;-0.29000
1106;-0.30000
1108;-0.31500
1111;-0.32000
1114;-0.31000
1117;-0.31500
1119;-0.32500
1122;-0.33500
1125;-0.34000
1128;-0.33500
1131;-0.32500
1133;-0.32000
1136;-0.31500
1139;-0.33500
1142;-0.34500
1144;-0.34500
1147;-0.33500
1150;-0.32500
1153;-0.34500
1156;-0.33500
1158;-0.35000
1161;-0.35000
1164;-0.34000
1167;-0.32500
1169;-0.33000
1172;-0.31500
1175;-0.31500
1178;-0.32500
1181;-0.31500
1183;-0.30000
1186;-0.30000
1189;-0.30000
1192;-0.29500
1194;-0.29500
1197;-0.26500
1200;-0.25000
1203;-0.25000
1206;-0.26500
1208;-0.27000
1211;-0.28000
1214;-0.26000
1217;-0.23500
1219;-0.22500
