time_seconds;ecg_value
0;-0.32000
3;-0.31500
6;-0.33000
8;-0.33500
11;-0.34000
14;-0.33500
17;-0.34500
19;-0.36000
22;-0.39500
25;-0.39000
28;-0.39500
31;-0.37500
33;-0.36000
36;-0.36500
39;-0.38500
42;-0.40500
44;-0.41000
47;-0.41500
50;-0.40500
53;-0.38500
56;-0.38000
58;-0.38500
61;-0.39500
64;-0.38500
67;-0.38000
69;-0.37500
72;-0.38500
75;-0.38500
78;-0.39500
81;-0.38500
83;-0.37500
86;-0.38500
89;-0.40500
92;-0.43500
94;-0.48500
97;-0.50000
100;-0.49500
103;-0.51000
106;-0.54000
108;-0.59500
111;-0.62500
114;-0.57000
117;-0.47500
119;-0.34000
122;-0.20000
125;-0.08000
128;0.07500
131;0.31500
133;0.55500
136;0.75000
139;0.86500
142;0.82000
144;0.60000
147;0.24000
150;-0.11000
153;-0.36000
156;-0.48500
158;-0.51500
161;-0.50000
164;-0.46500
167;-0.42500
169;-0.42000
172;-0.41500
175;-0.40500
178;-0.41000
181;-0.40500
183;-0.40000
186;-0.40500
189;-0.41500
192;-0.42000
194;-0.42000
197;-0.42500
200;-0.41000
203;-0.41000
206;-0.42500
208;-0.43500
211;-0.44000
214;-0.44000
217;-0.41000
219;-0.41000
222;-0.41500
225;-0.42000
228;-0.43000
231;-0.43000
233;-0.42000
236;-0.42500
239;-0.43000
242;-0.43000
244;-0.43000
247;-0.42000
250;-0.42000
253;-0.41000
256;-0.43000
258;-0.44000
261;-0.44500
264;-0.44500
267;-0.44000
269;-0.44500
272;-0.45000
275;-0.45000
