time_seconds;ecg_value
0;-0.17500
3;-0.20000
6;-0.23500
8;-0.26000
11;-0.26000
14;-0.26500
17;-0.28000
19;-0.30000
22;-0.31500
25;-0.33000
28;-0.33000
31;-0.32000
33;-0.33000
36;-0.33000
39;-0.33000
42;-0.34000
44;-0.33000
47;-0.32000
50;-0.32500
53;-0.32500
56;-0.33000
58;-0.32500
61;-0.32500
64;-0.32000
67;-0.32000
69;-0.34000
72;-0.34000
75;-0.33500
78;-0.33000
81;-0.32500
83;-0.31000
86;-0.34000
89;-0.34000
92;-0.35000
94;-0.36000
97;-0.37500
100;-0.42000
103;-0.45500
106;-0.48000
108;-0.53500
111;-0.55500
114;-0.53000
117;-0.42000
119;-0.26500
122;-0.12500
125;0.06000
128;0.30500
131;0.58500
133;0.81000
136;0.94500
139;0.96000
142;0.79000
144;0.43000
147;-0.00500
150;-0.32000
153;-0.47000
156;-0.48500
158;-0.42500
161;-0.36500
164;-0.35000
167;-0.36500
169;-0.38000
172;-0.39500
175;-0.39500
178;-0.39500
181;-0.37500
183;-0.38500
186;-0.39000
189;-0.40000
192;-0.39000
194;-0.38500
197;-0.36500
200;-0.36500
203;-0.37000
206;-0.38500
208;-0.38500
211;-0.37500
214;-0.37000
217;-0.37500
219;-0.37000
222;-0.38500
225;-0.39000
228;-0.38500
231;-0.37500
233;-0.37000
236;-0.38000
239;-0.40000
242;-0.40500
244;-0.38500
247;-0.38000
250;-0.37500
253;-0.38500
256;-0.39500
258;-0.39500
261;-0.39000
264;-0.37500
267;-0.37500
269;-0.39000
272;-0.40000
275;-0.40000
